Gene	A19_uninfected	A20_uninfected	A21_uninfected	A22_uninfected	A23_uninfected	A19_influenza	A20_influenza	A21_influenza	A22_influenza	A23_influenza
RTEL1-TNFRSF6B	14	15	1	9	18	9	34	11	12	21
FAS	2729	2394	2112	7976	4396	2727	4143	3411	8194	5627
RNASET2	514	734	702	292	879	816	674	956	284	466
CD44	18079	14806	10005	33643	17565	19593	15430	16812	44212	31500
KCNG1	3	3	2	30	2	3	3	11	21	7
AGPAT4	1669	1732	836	1785	1976	1830	1943	1314	1728	1360
SLAMF7	522	547	315	926	1017	458	649	645	1925	1857
BTN3A1	2096	2162	1248	2851	2604	1815	2908	2127	3367	4083
MIPEP	2101	1516	1532	759	2051	2341	1659	1678	1025	1004
PRKCH	7879	6132	3800	6733	7842	8388	9349	5668	6939	5271
INSRR	0	0	0	0	0	0	0	0	0	0
IFNGR1	12414	8502	6869	14661	12270	13703	9573	10382	16049	9399
B4GALT7	1167	1244	839	1357	1471	1063	1037	1135	1345	1249
SH2D2A	176	281	165	398	392	224	326	345	477	491
VRK2	2412	3043	2440	2670	2488	2778	3368	3613	3696	3519
TNFRSF1B	3166	3282	2877	13783	5481	3644	4430	6403	15925	7300
VEZT	5015	5048	3814	6007	5040	5876	5268	5521	6125	4252
POU2F2	276	412	252	1669	664	314	314	459	1829	809
BRD9	434	626	413	614	647	643	572	543	612	542
SNX1	8660	7238	6734	7370	9300	8779	7305	8007	8239	7078
TBPL1	1544	1947	1160	1992	1639	1606	1742	1415	2115	1343
ARNTL2	162	210	166	438	202	399	436	346	569	683
BCLAF1	6340	8215	5944	7433	6796	8774	8071	7354	8275	6161
SLC39A9	4480	3399	2680	3567	3853	4822	3575	4032	4320	3067
ANK1	146	176	88	176	209	191	179	124	180	143
IBSP	12	8	11	0	0	0	4	3	4	2
TFB1M	1652	1681	1189	1187	1766	1604	1878	1609	1298	1090
RABEP1	1489	2042	1329	2198	2067	1907	2200	1871	2315	1469
HMGB3	2942	5103	2974	2514	3242	3173	1639	3625	3150	1494
NUP160	3403	2285	1959	3147	3165	3633	2764	3051	4126	2695
BAK1	0	0	0	0	0	0	0	0	0	0
MUSK	596	634	342	1814	1007	637	770	735	2369	1283
IKZF2	715	784	627	319	651	1081	861	828	467	589
GRN	11162	11726	9586	6642	12595	15088	8834	12757	8774	9982
FAM13B	2533	2271	1837	2479	2545	2868	2930	2503	2817	2190
ARHGAP31	4878	4646	2811	11820	6924	4527	4529	5613	12767	8438
CENPQ	230	379	271	120	266	187	197	262	131	176
SARS	17955	13076	12776	13857	16335	21596	16694	15788	14824	12075
RANBP3	3498	2615	2263	3718	4254	3662	2711	3100	3687	3035
ARID4A	3376	4082	2983	3282	3683	5044	5211	3933	3078	2533
EIPR1	753	1017	674	544	1037	733	852	930	653	949
PNPLA6	1760	1991	1394	1540	2015	1762	1233	1893	1626	1432
IFT88	2031	2472	2090	1224	1826	2396	2345	2246	1595	1187
ALG1	680	899	702	274	1005	671	598	831	436	556
ZCCHC8	1463	1171	1030	2138	1815	2054	1831	1538	2091	1492
ABCF2	2187	2821	1649	2566	2900	1942	1700	2316	3115	2399
CHPF2	1777	1857	1077	2160	2162	1578	1170	1951	2571	1538
LRRC7	99	133	110	125	156	236	199	152	163	120
FUT8	1757	2324	1499	2400	2154	1733	2154	2249	2788	1673
UBA6	4791	4380	4140	10113	4727	7131	6745	6144	9626	6130
GAB2	2293	2006	2088	4175	2905	2761	2389	3359	3838	2252
ATP6V0A1	3179	2047	1733	3857	3411	3304	2853	2779	3939	2575
PIAS1	7515	7411	6165	11983	8813	9863	10449	8499	11726	7624
SLC4A7	4688	6210	3790	10289	4932	5262	5902	5934	10259	3481
APBA2	276	479	124	431	495	411	502	384	471	403
MAP2K3	1560	1689	1472	3988	2299	1751	1565	1899	3949	2557
EFCAB1	558	642	345	42	506	975	633	157	94	356
TMSB10	0	0	0	0	0	0	0	0	0	0
ASTE1	454	382	322	248	506	357	414	456	327	317
RNF19A	7553	6767	5622	17541	7810	9247	10825	7883	16131	8636
PEX3	1233	1149	1031	1212	1387	1425	1950	1216	1258	1254
GABARAPL2	0	0	0	0	0	0	0	0	0	0
MYOC	15	16	6	8	72	50	46	15	14	42
SH3YL1	2552	2093	2827	1791	2047	3708	2580	3162	2278	1638
FAM136A	1385	1818	1402	805	1938	1394	1205	1678	952	1141
VCL	6345	5065	3173	8288	7436	7059	5643	4381	7352	4936
DEPDC1B	187	227	140	117	132	145	135	162	110	142
DAPK2	1278	1694	2185	2387	2245	2099	2398	2940	2742	1582
NSMAF	1559	1604	1030	1640	2157	1943	1907	1697	1849	1376
ADSS	1033	1322	1020	827	1417	1399	1069	1129	1049	840
STAP1	99	156	47	152	290	74	161	81	163	295
TIMP2	604	1262	745	386	1768	1417	1256	765	476	1014
RFC1	2740	3726	2720	2330	2775	4000	3954	3387	2748	2629
TBC1D23	5633	4395	3901	6904	5187	6915	5878	4589	6903	4024
CUL3	2429	2670	2027	3304	2541	3787	3912	2781	3218	2228
MYOM2	894	578	461	534	1213	682	685	571	304	880
OTC	0	0	0	0	0	0	0	0	0	0
CYP46A1	215	294	157	225	559	203	225	208	141	101
AC118549.1	5042	4579	3745	3544	4429	4796	5004	4994	4100	3004
SLC18A1	2	1	2	1	1	15	3	9	8	13
USP2	287	149	113	286	424	346	332	138	217	300
CASR	8	1	6	6	10	21	11	7	18	11
TUBG2	1924	1272	956	1049	2082	1612	1442	1312	1222	1057
RPL26L1	809	1400	862	704	1100	851	947	1030	818	773
FLT4	1452	1253	380	1633	1821	1393	1205	905	1504	1040
NSUN2	3042	3193	2344	5140	3182	3262	2694	3561	5499	3082
FBXO42	4020	3260	2835	5204	4115	5318	4870	3344	4825	3101
MFAP3	6561	4494	2150	4720	5296	4976	4139	3920	6779	5966
MRI1	438	309	193	206	674	266	333	271	169	266
METTL1	385	504	334	664	599	345	336	470	716	544
HOXC8	0	0	0	0	0	0	0	0	0	0
AGA	561	774	663	263	604	492	673	792	358	371
PI4K2B	205	370	274	342	250	283	423	343	404	434
BOD1L1	2897	3635	2576	2918	2884	3789	3874	3351	3182	2473
MAT2B	6513	6605	5139	7347	7279	7719	6935	7203	9334	8118
TLL1	3131	3295	1645	3094	2545	2433	2747	2075	2857	1572
EDC4	1201	735	617	1208	1518	927	807	1016	1474	1012
TRIO	15349	12992	9240	34416	14330	20768	18795	14288	29976	13384
VCAN	2675	3531	2031	790	3464	2352	2390	1741	998	895
CLEC16A	3757	2747	2517	4314	3838	3453	3487	3803	4607	3446
MSR1	2445	2062	1963	740	1531	4656	2508	2828	1098	2002
CDH1	8175	5542	7475	6656	5759	10737	5281	8901	7610	7017
MTREX	3378	3139	2513	3163	3551	3874	3744	3199	3680	2445
DNAH5	1907	1926	1720	179	542	2701	1722	1350	283	753
ZFYVE16	3172	4041	3138	3615	3028	3814	4266	4220	3977	2666
RIPOR1	2874	2720	1339	5557	3842	2728	2300	2381	5531	2902
C6	178	294	98	25	276	181	284	57	27	90
RAI14	9514	9256	6267	16790	10402	13929	11527	9478	15037	10317
SOX30	42	87	42	10	75	44	37	43	60	38
PNKP	775	1178	745	1061	1307	1086	982	1158	1233	1229
BEST2	3	4	1	20	0	6	5	2	4	6
PHLPP2	292	342	249	918	526	446	383	406	913	520
SPDL1	375	659	365	380	669	318	429	476	417	356
STAU2	2868	3114	2003	1839	3076	3004	2822	2818	2082	1912
PQLC2	434	401	341	346	501	293	330	508	398	299
CTNS	547	432	315	472	858	474	434	486	580	595
RTN4R	84	179	61	56	119	102	94	88	67	61
PHF23	341	658	345	725	599	418	407	598	719	476
CDH10	26	11	25	1	19	27	17	41	10	4
INPP4A	1278	1326	985	954	1358	1327	1803	1408	1133	1121
RAB27B	473	733	534	145	401	501	360	796	174	275
PSMA4	5042	6875	5098	6081	6349	5857	6037	6580	7526	10138
MYO16	308	371	103	127	353	349	340	205	211	217
LSG1	996	1018	601	1050	1189	884	833	848	1336	1071
PARP3	691	802	500	528	1022	643	720	843	646	851
TNC	15823	12489	6648	57895	12468	6894	6160	18417	58883	23842
THAP3	891	941	653	937	1159	1165	1105	940	1033	948
RIPOR3	512	626	505	1232	1103	828	958	698	1687	1817
TDP1	1336	1088	795	1754	1639	1220	1249	1235	1897	1057
AIFM2	2250	1834	1578	1822	1933	2226	1860	2158	2245	1837
C2orf83	8	12	17	18	28	22	13	16	31	15
SPATA7	642	764	432	257	710	761	788	580	359	399
MED17	1219	1532	1181	1392	1806	1774	2029	1574	1706	1603
RETSAT	1215	1180	984	399	1457	1515	1148	1244	464	755
CAPG	5479	5903	5757	3544	4447	9032	4026	6938	4535	3986
AP2S1	3095	7470	2984	3029	4276	4054	5249	3657	3308	3093
USH2A	72	97	77	84	83	234	148	156	90	113
ZPBP	20	22	22	12	16	66	50	35	11	14
TG	453	459	451	467	382	633	602	765	496	338
ADAM28	82	73	39	64	79	145	153	53	31	50
BARX2	141	107	75	25	71	218	112	44	25	61
DCUN1D1	2422	3062	2218	3998	3197	2587	2375	2769	4427	2619
JADE2	424	686	353	555	846	648	747	658	526	904
ZIC2	0	0	1	3	2	4	0	1	2	0
LCP2	1593	1079	840	3743	2345	1617	1819	1875	3802	3202
TRIT1	1399	1418	1151	1029	1752	1841	1912	1528	1279	960
ADRB1	617	213	120	579	600	1206	222	183	651	549
GUCA2B	1	0	0	0	4	4	6	0	1	0
CUL7	463	467	422	305	506	520	447	583	381	357
CTNNA1	22948	18325	17329	22522	21988	28347	19648	22827	24352	19227
PHKA2	804	570	511	446	997	686	689	636	584	438
CNTLN	1542	2276	1218	1168	1924	1695	2084	1676	1789	2213
EPHA3	704	573	139	189	717	604	929	209	162	255
HSPA5	253706	139287	151913	222556	180073	267897	206624	184360	203530	154459
DSG2	1440	1252	1252	872	878	1835	815	1533	1073	628
GEMIN8	950	774	835	629	805	1103	1006	892	672	631
OFD1	2518	3237	2633	3315	3005	3178	3795	3635	3401	3025
GPM6B	1993	1672	862	1363	1498	1927	1582	1342	1365	1162
MAGEC2	0	0	0	0	0	0	0	0	0	0
PREX2	3259	3129	1579	4840	4027	2780	3363	2199	3725	2087
WDR37	1925	1804	1526	1588	2270	2371	2457	2240	1983	1676
YTHDC2	1310	1965	1299	1678	1886	1730	1861	2035	2036	1827
CTPS2	655	735	572	533	1076	799	897	877	528	725
ATP6V1H	1893	1837	1533	1712	2395	2963	2480	2254	1727	1810
POLR2B	2476	2859	2230	2763	3181	3448	3089	2757	3425	2738
FAM214A	1728	1958	1673	1599	1906	2827	2287	1926	1630	1039
ARAP2	1691	2695	2026	4311	2604	2952	3408	3102	4673	3598
TPR	7276	10062	7392	8878	8700	10849	10375	10113	9838	7055
CP	3962	5486	5819	2387	3234	4984	4124	8770	3565	4401
KIAA0556	1224	996	884	910	1250	1109	1004	1075	1166	1223
DTNBP1	1649	1744	1161	1732	1946	2071	1986	2039	2169	2507
XK	0	0	0	0	0	0	0	0	0	0
ANO2	3664	2777	1296	2478	4233	3405	3229	2396	2169	1775
C12orf4	1406	1123	823	554	1147	1187	1483	1392	818	1373
SCML1	1803	1323	1266	2898	2038	2709	2557	2156	3374	3405
WWC3	2206	2509	1894	2220	2737	2578	2529	2932	2631	2674
ARHGAP6	3970	4297	2256	7095	4375	3412	4879	4114	7087	5434
FAM184B	654	555	450	893	888	795	885	790	1240	826
MAP4	10204	10195	6871	13946	12009	11812	12538	10069	13642	10787
GOPC	1609	2206	1259	2820	2120	1706	1849	1870	2822	1707
ROS1	259	185	309	232	179	223	140	452	318	246
USP28	1791	1450	1195	2147	1741	1933	1620	1527	2328	1752
HDAC9	1500	1476	887	2033	3112	2646	2162	870	1914	2513
TSPAN17	559	1222	696	733	1186	745	698	1289	1079	1328
NOP16	0	0	0	0	0	0	0	0	0	0
CC2D2A	1915	2491	1230	2675	3470	2248	3171	1574	3327	3320
RRM2B	3681	2881	2573	3056	3435	4515	3844	3221	3725	2969
ZNF800	1747	2256	1903	2658	2230	2698	2795	2318	2914	2191
TNFRSF17	0	0	0	0	0	0	0	0	0	0
SNX29	2981	3301	2268	3666	4138	2633	3383	2784	4080	2141
LMO3	14	18	10	3	9	17	10	12	6	15
MRPS10	2423	2824	1979	1792	2422	2144	1936	2529	2247	1772
GUCA1A	23	18	8	14	14	34	4	16	17	10
RSF1	9417	10938	10255	15835	10072	13662	13568	13085	17398	11514
VPS13D	7848	6351	5995	4492	7341	9420	7869	7761	5334	4298
CELF2	10886	11326	8271	12562	11284	14457	13630	12480	11800	8453
FAM120A	3306	5161	3534	3637	4025	4837	4943	4276	4444	3770
R3HDM1	2149	2413	1476	1337	2457	1710	2204	2011	1643	1424
COL9A2	54	77	43	73	122	118	107	66	70	145
KITLG	2966	3033	1855	11306	2465	2762	1612	2606	7949	1016
ERCC8	588	843	453	518	826	480	607	721	677	558
ADAMTS6	368	550	228	166	472	556	594	344	226	307
H6PD	1853	1869	1160	1537	2322	1894	1927	1794	2268	2596
VAMP3	2580	2934	1792	2216	2892	2909	2472	2616	2465	2446
PER3	1341	788	707	1041	1195	1590	1232	886	1000	625
UTS2	7	12	8	8	29	18	9	4	5	7
TNFRSF9	643	323	1194	966	418	539	584	1532	944	736
EPN3	14	17	9	16	28	63	11	12	22	17
LTBP1	11995	8053	5148	8353	14050	11944	9683	7960	10898	6841
RCN1	1928	2539	1617	2576	2765	2234	2421	2469	3093	2858
ELN	1710	1883	461	583	2300	1473	1951	467	608	715
RFC2	1793	1833	1355	1349	1808	1875	1442	1713	1530	1407
ARID1B	8088	10005	6378	8746	9338	8808	9823	9362	9836	7689
CLPTM1L	648	1369	829	6842	3392	874	1158	917	8071	2572
NEDD4L	10514	9264	10223	21602	10964	16684	13632	13727	20085	9591
FOXP3	36	47	13	24	46	35	77	44	50	65
PPP1R3F	133	158	111	159	184	117	168	175	189	125
HEXB	6588	5283	4447	3292	8470	7559	5682	5155	4070	4261
PTCD2	556	672	377	155	662	452	403	553	257	254
NEXMIF	354	301	376	271	491	473	488	404	322	278
JKAMP	0	0	0	0	0	0	0	0	0	0
DKK3	8180	7181	3866	3037	14860	12239	9697	6471	3807	6250
ARHGEF5	1057	1513	1368	1249	1112	1544	1359	1949	1487	2027
NFE2L3	586	952	456	1247	841	816	1140	851	1286	1284
MCUR1	998	1090	1254	1022	1629	1322	1235	1712	1335	1433
LIMA1	4419	4615	2999	2957	6597	5654	5248	4003	3785	5279
LETMD1	1129	1225	1065	719	1478	1344	1350	1386	964	1137
SLC4A8	188	187	94	164	214	269	204	137	174	169
LAMC3	938	1093	351	879	1439	954	1184	990	1143	829
PTGER3	269	167	227	362	675	259	236	209	346	212
TNIP3	224	276	259	2668	407	340	294	1120	4573	2065
MAPK9	522	743	578	367	660	657	674	621	493	485
COL23A1	284	359	207	240	524	342	356	264	312	253
BCAR1	2211	2506	1279	3982	2695	3130	2894	1947	4036	3289
FAM160A2	1897	1286	1227	2359	2173	2367	1651	2058	2642	1727
HERPUD1	37046	25214	26595	44555	36717	36932	32553	31585	37343	26763
HOMER3	99	177	86	119	223	112	140	112	146	100
RAD51	218	307	196	61	185	171	155	187	79	141
POLQ	237	396	152	21	123	213	181	177	48	64
PIK3CB	2998	2931	2380	2079	2590	3888	3181	3196	2115	1964
CYBA	215	308	252	615	756	300	220	631	699	959
THOC3	1465	2260	1109	1240	2721	1734	2027	1546	1402	1478
HEBP2	789	929	649	903	785	1141	970	917	1015	669
MPHOSPH9	945	796	594	578	789	820	877	752	584	451
PLEKHA5	3307	4333	3775	2594	4150	4050	4155	4409	2419	1961
PRSS8	4241	2466	6627	11522	4226	12243	4868	9535	12595	5752
SIKE1	2749	2238	1983	1536	2490	2621	2669	2333	1998	2155
RRP12	1348	1311	971	2141	1362	1463	1182	1403	2199	1191
FNIP2	3423	2251	2796	6152	2519	4948	4353	4497	6482	3264
MSMO1	13677	11215	10501	12168	10033	12496	7505	14151	14687	11700
TTC17	7325	6871	5214	7262	7289	8181	6669	7774	8191	6034
ALX4	23	34	30	37	46	25	31	25	41	22
FSTL4	134	69	55	236	130	221	109	120	217	81
FOXN3	4717	4110	3436	4950	5462	6108	5660	4594	5504	4674
METTL24	126	125	56	61	280	127	289	98	123	187
AKR7A2	1510	1670	1359	460	1933	1638	1762	1461	763	851
MRTO4	794	1392	861	869	1165	783	725	989	1045	722
NNAT	0	0	0	0	0	0	0	0	0	0
USE1	815	1013	673	696	1036	852	868	777	926	729
MCF2L2	147	214	128	144	305	195	239	207	236	295
NRIP2	0	0	0	0	0	0	0	0	0	0
LAMA3	1835	1663	2610	1612	1905	3559	2143	3543	2106	1137
AP5M1	1776	1755	1388	1459	1923	1599	1517	1864	1903	1348
ANAPC4	1462	1684	1017	738	1940	1385	1620	1551	1101	1258
KCNQ1	1007	976	936	1114	1377	846	878	1234	1120	927
TRAPPC3	3625	4487	3422	3034	4553	4334	3699	4320	3908	4195
THRAP3	13112	14612	10280	12912	16045	16349	14535	14170	15036	12426
PHPT1	0	0	0	0	0	0	0	0	0	0
ENTPD2	17	38	14	1	14	21	19	11	12	9
LY75	0	0	0	3	0	3	2	2	0	0
ARID4B	8004	8474	6959	14379	9218	13036	14065	9822	13057	9943
OPN3	129	158	129	98	108	202	80	183	137	57
SDCCAG8	7388	7148	5259	4692	7146	8347	7402	7263	5893	5278
PTPRN	32	40	24	72	113	37	53	57	112	71
HHAT	494	566	401	313	680	496	371	375	426	315
KIF1B	2415	3033	2176	4633	3048	3662	3576	3173	4702	2696
FOXC1	57	71	73	59	110	165	152	31	78	143
TBC1D22A	6338	6317	4696	7987	8712	7386	8009	6970	8076	6545
SYNE2	7747	8806	6332	7425	6381	11765	12772	9713	8158	7842
PLEKHH1	219	178	136	142	162	177	146	158	168	139
ATP9A	1313	1005	909	600	1234	1493	880	1257	838	845
SPO11	30	48	25	25	37	41	42	48	34	44
CBLN4	0	0	8	1	54	4	0	2	0	2
CHRDL2	184	228	225	274	329	238	255	258	358	224
FAM168A	2326	2194	1479	1844	2669	2166	2546	2261	2239	1871
RELT	316	353	167	1682	554	376	338	351	1447	641
GALC	2075	2022	2221	2623	2349	2242	1839	2900	3403	1978
NOP58	5538	5904	4553	6936	6902	7963	8009	6461	7801	5958
SZRD1	471	471	299	582	570	498	574	458	705	589
KCNH2	26	75	9	41	51	32	70	14	22	20
CUL1	5464	5485	3920	9496	6864	6068	5314	6271	9553	6344
FAM114A2	2710	2482	1318	1872	2571	2216	2273	1899	2388	2452
CYFIP2	1455	947	1059	918	1237	1461	1112	1341	891	940
TAB2	2640	3588	2901	7514	3864	3925	4598	4037	7198	4640
GINM1	986	1584	923	1331	1531	1275	1359	1283	1493	1092
EIF2AK2	2802	3120	2536	2219	2867	3685	6443	4772	4253	10639
USP36	4492	3391	3085	6083	4756	5385	4855	4444	6340	4392
KMT2C	10788	11010	9460	17282	9997	15959	16095	12348	15554	8810
MCOLN3	0	0	0	0	0	0	0	0	0	0
CCDC85A	0	0	0	0	0	0	0	0	0	0
PUM2	9203	7793	7621	10916	7298	12848	11207	9310	10338	5788
MRPL43	864	1217	986	488	981	1126	981	1188	671	675
ITIH4	2	10	0	6	9	1	3	2	0	4
ITIH1	95	32	48	9	88	93	58	47	11	8
HPF1	1539	2385	1495	1056	1942	1694	1732	1920	1186	1243
ZFR	9683	8305	6231	10467	9095	11241	9897	8343	11147	7410
ZNF280C	281	208	244	312	304	295	257	251	335	297
NPFFR2	37	22	19	17	63	40	13	45	22	38
PHF21B	21	32	11	21	54	40	79	22	60	63
TRAF1	1345	1026	1253	25183	2609	1134	1221	3047	25688	11944
RC3H2	1567	1988	1327	1969	2034	2267	2302	2072	2282	1781
KIFC1	0	0	0	0	0	0	0	0	0	0
IL17RB	282	445	224	505	244	253	233	417	533	267
TRAF3IP2	499	346	356	813	663	511	505	539	1132	867
GYG2	37	93	52	13	129	62	77	33	14	56
DCBLD2	854	1535	1086	986	1109	1001	943	1671	957	874
SERPINB3	1	1	1	0	1	2	1	1	0	1
SOAT1	3235	2700	2149	2180	2954	3559	3847	2916	2685	2923
PKP2	275	220	198	85	403	526	234	107	66	132
MSH4	142	299	120	65	111	128	279	236	144	143
F7	1	2	3	0	3	5	0	0	0	4
GDI2	8333	10410	7761	7616	8980	10038	10486	9507	8766	7492
PRDM1	1872	1669	800	5589	2117	1891	2097	1697	5576	2800
ATG5	2548	2914	2261	2216	2708	3109	3114	3261	2787	2317
TMCC3	951	1075	428	1014	1226	931	1049	736	980	545
PITHD1	1722	1952	1519	1790	2255	1954	1921	1854	2011	1510
MTA3	1703	1936	1476	1454	1955	1789	1851	1994	1543	1266
USP13	406	664	405	644	757	637	678	626	752	498
ATP11B	2500	2944	2745	3524	2362	4165	4785	3395	3609	2522
LAMC2	10156	7197	8310	32302	8962	12444	5413	15016	38572	10147
CDK14	4172	4490	3620	7594	5052	5049	4962	5026	7659	3526
SEC61A1	4336	2745	2410	3654	3982	3562	2622	3538	4086	2868
PPP1R12A	7718	8502	5489	7836	8117	9199	9945	7733	9430	6939
RASGRF1	216	226	203	308	274	280	116	338	580	567
CAMK2B	81	162	17	75	109	106	224	35	68	39
CROCC	1036	821	457	642	1134	1098	736	594	694	814
POLR3E	1309	1206	868	1302	1521	1380	1131	1306	1513	1148
ATP2B4	11399	10001	6346	15754	10731	9824	8764	9704	14996	6584
ZC3H11A	7490	7090	4814	10845	6525	8480	7359	6804	10987	5829
RIOK2	0	0	0	0	0	0	0	0	0	0
YIPF1	1210	1322	965	1231	1747	1426	1334	1317	1367	1345
NDC1	1227	1418	835	856	1194	1042	961	1127	931	891
DGKG	370	520	250	487	604	506	1024	470	651	796
FLYWCH1	423	500	372	586	1121	540	612	552	601	651
UNKL	905	955	782	603	1128	951	972	895	821	672
TBXAS1	1708	2061	1575	2440	2425	1835	2221	2280	3158	1778
PARP12	540	761	620	1165	934	865	2043	1418	1910	3447
ALDH18A1	3764	3134	2141	3215	4276	3936	3000	2855	3257	3134
TARBP1	483	602	405	419	862	484	646	551	372	463
GATB	792	774	582	412	873	733	660	779	547	508
MXD1	4090	2173	2245	8109	4082	5081	3853	3912	7884	4176
CDK17	7536	7209	4048	12887	6669	6880	7845	6865	13296	6445
DNAJC25	0	2	1	3	3	1	2	4	6	6
SLC2A3	48362	18632	32001	51834	24777	67849	33742	48107	55827	25491
PSD	151	201	145	193	244	218	213	201	238	206
CTDP1	365	355	360	1177	586	684	607	548	955	661
YBX3	3580	5548	4836	6076	4341	7521	7783	6496	6002	4957
STYK1	213	215	236	164	87	303	288	460	317	310
WNK1	5394	6681	5315	5888	6005	7604	7041	7040	6467	4667
RPS17P5	25	51	42	21	34	46	47	44	26	20
CCAR1	3063	3720	2473	4170	3589	3275	3598	3523	4364	2701
OGFR	187	458	216	920	594	500	691	712	1165	1959
GNA15	625	800	824	1196	761	1119	661	1098	1317	1223
CREB3L3	15	13	11	17	24	21	25	22	26	14
PIGV	826	941	594	643	828	888	727	844	894	612
PTPRU	591	566	605	473	924	908	626	620	546	466
SNRNP40	2347	2831	1833	2377	3115	2305	2492	2552	2774	2299
RIMBP2	17	25	12	14	43	74	42	30	37	29
COL11A1	145	44	43	42	152	169	68	95	51	147
QSER1	1824	2064	1631	2229	1684	2233	2395	2114	2450	1405
MPC1	2260	1627	1486	2052	2102	2292	1702	1910	2074	1661
ACAA1	979	1270	959	692	1534	1251	1020	1097	693	994
BCAT1	2377	3021	2152	3950	3018	2430	2341	2316	3755	1832
HDAC7	2685	2784	1661	5310	5011	3072	2897	2667	5820	4061
LZTS1	254	332	126	151	434	184	291	136	178	151
PRDM6	1161	1591	684	462	1315	1352	1363	867	570	1318
WNT8A	2	0	2	3	3	6	5	2	4	3
SPAG4	1742	1941	1830	1628	1854	1854	2092	2446	1721	1502
NCKAP1	4447	4807	4807	5656	4658	7435	6906	5926	5612	3999
MRPS35	1260	1723	1310	882	1514	1650	1292	1582	1132	1070
GUCY1B1	1442	1310	817	969	1635	1191	1370	1137	1036	857
SFSWAP	2246	2305	1818	3387	2588	2894	2737	2514	3350	2229
TNK2	424	689	436	499	583	494	659	596	510	499
MON2	7824	6476	6098	6824	6309	10115	10407	7766	7577	5424
CDH3	1505	2078	1481	1005	1891	1857	1075	2379	1043	1116
ARSF	12	20	7	13	21	38	16	20	16	8
GPBP1	10044	8384	6934	15087	10155	14137	13873	9611	15112	14275
DGAT2	107	173	124	406	190	213	133	259	455	164
ZNF112	160	148	95	132	139	157	137	142	127	83
CS	3667	3583	2577	3408	3728	3597	2852	3228	3808	3084
LTK	5	13	9	14	34	19	26	14	31	14
MRPS24	0	0	0	0	0	0	0	0	0	0
ELMO2	284	193	153	523	292	342	336	261	558	638
WAPL	3322	3794	2961	6750	3692	4757	4421	4543	7311	4041
VMP1	14761	11416	9828	18425	15462	14989	14409	13713	23388	14123
APPBP2	4031	4092	2760	3699	4286	4299	4056	3915	4437	3006
POLD1	1154	1063	851	682	1177	1042	894	1097	794	764
SEZ6	0	0	0	0	0	0	0	0	0	0
EIF4B	1001	391	312	1084	857	934	778	663	1196	748
SLC6A16	425	385	315	504	493	483	415	300	520	452
BICRA	0	0	0	0	0	0	0	0	0	0
SPHK2	463	438	337	234	507	310	334	403	424	368
RPL18	8604	12574	10080	8415	9217	14137	12371	12020	8327	7364
CA11	0	1	0	1	2	2	1	3	0	2
ISOC2	1062	1383	1014	634	1581	1154	821	1223	941	1206
U2AF2	377	414	233	541	461	346	370	296	531	349
EPN1	1080	1860	1286	1289	1890	1793	1561	2003	1602	1599
MED29	2680	2311	1639	1438	3478	2634	2227	2169	1895	2115
AHRR	191	270	196	118	254	386	241	367	154	182
GSC2	0	0	0	0	0	0	0	0	0	0
ZNF275,ZNF275	587	643	368	630	971	685	688	579	813	768
MTMR1	1030	1249	989	1354	1415	1555	1607	1359	1548	1252
GPC1	137	322	123	74	306	255	189	165	159	105
ADCK1	292	336	273	165	450	332	274	356	210	300
HAGH	1007	1435	1120	792	1385	1240	1183	1292	986	1190
RNF4	6231	4701	3590	6975	6427	6085	5390	5365	7105	5013
CASP8	1167	1290	928	796	1591	1176	1618	1552	1200	1586
LIMCH1	13713	14199	12659	9841	11617	16650	13963	15673	10017	6542
INTS13	2072	1682	1194	1603	2023	1890	1441	1549	1669	1526
TM7SF3	818	717	573	267	1104	986	759	1146	486	754
DLX3	27	10	7	0	27	18	14	12	2	9
SPA17	24	19	22	18	19	44	24	17	14	21
TSPAN32	52	108	41	52	122	68	76	55	86	61
WISP2	0	0	0	0	0	0	0	0	0	0
DMRT3	0	1	1	0	4	7	3	1	2	0
ST3GAL6	2791	1885	1895	4217	3462	1743	1482	2774	3621	1320
ATP2C2	3010	2329	3340	2395	1484	3511	1979	4537	2616	1453
NGFR	11	14	7	41	22	40	26	10	38	13
CDON	519	459	556	208	354	973	1056	726	228	110
TAF2	2660	2964	2063	3481	3075	2798	2938	2639	3694	2425
HIPK2	6257	8614	4083	12677	8384	7451	10249	7168	14005	9712
TNPO3	3459	3479	2818	3326	3911	4259	4076	3859	3751	3008
BORCS8-MEF2B	41	40	49	15	58	22	29	53	29	61
RFXANK	842	1050	763	579	1117	874	766	1014	760	859
TMEM161A	915	1047	717	456	1129	771	932	1015	559	735
LPAR2	187	308	288	167	266	273	286	293	172	135
CTSA	3537	3153	3836	1673	3671	5850	3309	4636	2604	2394
SUGP2	1753	1252	817	1291	1905	1338	1444	1286	1577	1191
SLC12A2	2174	3157	1822	8522	3971	2158	1909	3025	8206	3344
SNX24	1952	2117	2080	1618	2030	2478	2125	2950	2050	1366
EYA2	1240	1139	1006	73	872	2906	1310	418	131	650
CNN2	3363	3265	3008	2115	3843	3616	2369	3603	2158	2180
ABCA7	646	1164	809	571	778	855	1043	1027	577	577
SNCAIP	516	495	551	983	800	603	603	911	988	694
