Gene	JD-MD_EP-WT3_NEY922A14-9_S38	JD-MD_EP-WT2_NEY922A14-8_S37	JD-MD_EP-WT1_NEY922A14-7_S36	JD-MD_EP-KO4_NEY922A14-14_S6	JD-MD_EP-KO3_NEY922A14-13_S5	JD-MD_EP-KO2_NEY922A14-12_S4	JD-MD_EP-KO1_NEY922A14-11_S3
LOC108168302	0	0	0	2	1	1	0
LOC108168303	0	0	0	0	0	0	0
LOC108168304	5	3	1	0	2	6	3
LOC108168305	0	1	0	2	3	1	0
LOC108168306	0	0	0	0	0	0	0
LOC108168307	0	0	0	0	0	0	0
LOC108168308	0	0	0	0	0	0	0
LOC108168309	0	0	0	0	0	0	0
LOC108168310	0	0	0	0	0	0	0
LOC108168311	0	0	0	0	0	0	0
LOC108168313	0	0	1	0	0	2	1
LOC108168322	0	0	0	0	0	0	0
LOC108168323	8	7	16	5	16	13	7
LOC108168324	0	3	0	0	2	1	1
LOC108168325	0	0	0	0	0	0	0
LOC108168326	0	0	0	5	2	2	0
LOC108168327	0	0	0	0	0	0	0
LOC108168328	0	0	0	0	0	0	0
LOC108168329	0	0	0	0	0	0	0
LOC108168330	0	0	0	0	0	0	0
LOC108168331	12	10	6	9	19	26	10
LOC108168332	2	10	11	10	14	27	15
LOC108168334	0	0	0	0	0	0	0
LOC108168335	7	2	5	5	9	15	6
LOC108168336	0	0	0	0	0	0	0
LOC108168338	8	5	5	8	9	13	9
LOC108168339	0	0	0	0	0	0	0
LOC108168340	0	0	1	2	1	1	1
LOC108168341	1	0	0	0	0	0	1
LOC108168342	0	1	4	2	0	2	0
LOC108168343	0	0	0	0	1	2	0
LOC108168344	2	0	5	2	8	17	12
LOC108168345	0	0	0	0	0	0	0
LOC108168346	0	0	0	0	0	0	0
LOC108168347	0	9	3	2	13	8	6
LOC108168348	0	0	0	0	0	0	0
LOC108168349	0	0	1	0	0	1	0
LOC108168350	0	0	0	0	0	0	0
LOC108168353	2	0	0	0	10	2	6
LOC108168354	5	2	4	4	1	5	6
LOC108168355	0	0	0	0	0	0	0
LOC108168356	1	0	0	0	0	1	1
LOC108168357	0	0	0	0	0	0	0
LOC108168358	0	3	0	0	2	3	3
LOC108168359	1	1	1	1	1	1	3
LOC108168361	0	0	0	1	1	1	0
LOC108168367	0	0	0	0	0	0	0
LOC108168368	0	1	0	0	3	3	0
LOC108168369	0	0	0	0	0	0	0
LOC108168372	0	0	0	0	0	0	0
LOC108168373	3	2	0	1	3	3	2
LOC108168375	0	0	0	0	0	0	0
LOC108168376	30	6	20	16	28	23	19
LOC108168377	0	0	0	0	0	0	0
LOC108168378	0	0	0	0	0	0	0
LOC108168379	0	0	0	0	0	0	0
LOC108168380	0	0	0	0	0	1	0
LOC108168381	0	1	0	0	0	0	0
LOC108168382	1	2	1	0	1	1	1
LOC108168383	1	0	0	1	2	0	0
LOC108168385	0	0	0	0	0	0	0
LOC108168386	0	0	0	0	0	0	0
LOC108168388	0	0	0	0	0	0	0
LOC108168389	1	0	0	0	1	2	1
LOC108168390	0	0	0	0	0	0	0
LOC108168391	0	1	0	0	0	2	0
LOC108168392	10	9	10	8	15	12	12
LOC108168393	0	0	0	0	0	0	0
LOC108168394	0	0	0	0	3	3	0
LOC108168395	45	58	38	39	43	66	54
LOC108168396	0	0	0	0	0	0	0
LOC108168397	0	0	0	0	0	0	0
LOC108168398	3	0	0	0	0	1	1
LOC108168399	0	0	0	0	0	0	0
LOC108168400	0	0	0	0	0	0	0
LOC108168402	0	4	1	0	0	0	0
LOC108168405	0	0	0	0	1	0	0
LOC108168406	0	0	0	0	0	0	0
LOC108168407	0	0	2	0	2	0	2
LOC108168408	9	0	3	8	13	15	14
LOC108168409	0	0	0	0	0	0	0
LOC108168411	0	0	0	0	0	0	0
LOC108168412	3	12	8	1	12	7	5
LOC108168413	2	0	0	2	4	4	2
LOC108168414	0	0	0	0	0	0	0
LOC108168416	0	0	0	0	1	0	2
LOC108168417	0	0	0	0	0	0	0
LOC108168418	0	0	0	0	0	0	0
LOC108168419	0	0	0	0	0	0	0
LOC108168420	0	2	0	2	4	0	0
LOC108168421	5	3	5	7	15	7	7
LOC108168422	0	0	0	0	0	0	0
LOC108168423	0	0	4	0	1	0	0
LOC108168424	0	0	1	2	0	0	0
LOC108168425	0	0	0	0	0	0	0
LOC108168426	0	0	0	0	0	0	0
LOC108168427	0	0	0	0	0	0	0
LOC108168428	0	0	0	0	0	0	0
LOC108168429	0	0	0	0	0	0	0
LOC108168441	0	0	0	0	0	0	0
LOC108168442	0	0	0	0	0	0	0
LOC108168446	0	0	0	0	0	0	0
LOC108168453	0	0	0	0	0	0	1
LOC108168455	0	0	0	0	0	0	0
LOC108168457	0	0	0	0	0	0	0
LOC108168459	0	0	0	0	0	0	0
LOC108168464	0	0	0	0	0	0	0
LOC108168466	0	0	0	0	0	0	0
LOC108168467	0	0	0	0	0	0	0
LOC108168468	0	0	0	0	0	0	0
LOC108168474	0	0	0	1	1	1	1
LOC108168478	7	4	3	2	1	2	2
LOC108168479	0	0	0	0	0	0	0
LOC108168480	0	0	0	0	0	0	0
LOC108168481	0	0	0	0	0	0	0
LOC108168482	3	7	15	1	9	9	3
LOC108168483	0	0	0	1	0	0	0
LOC108168484	0	0	0	3	0	0	0
LOC108168486	0	0	0	0	0	2	0
LOC108168487	0	0	0	0	0	0	0
LOC108168488	0	0	0	0	0	0	0
LOC108168491	0	0	0	0	0	0	0
LOC108168492	0	0	0	0	0	0	0
LOC108168493	0	0	0	0	0	0	0
LOC108168495	0	0	0	0	0	0	0
LOC108168496	0	0	0	0	0	0	0
LOC108168498	0	0	0	0	0	0	0
LOC108168506	0	0	0	0	0	0	0
LOC108168509	0	0	0	0	0	0	0
LOC108168510	0	0	0	0	0	0	0
LOC108168511	0	0	0	0	0	0	0
LOC108168515	0	0	0	0	0	0	0
LOC108168516	0	0	0	0	0	0	0
LOC108168520	0	0	0	0	0	0	0
LOC108168521	0	0	0	0	0	0	0
LOC108168524	0	0	0	0	0	0	0
LOC108168525	0	0	0	0	0	0	0
LOC108168527	0	0	0	0	0	0	0
LOC108168528	0	0	0	0	0	0	0
LOC108168530	0	0	0	0	0	0	0
LOC108168532	0	0	0	0	0	0	0
LOC108168533	0	0	0	0	0	0	0
LOC108168534	0	2	0	4	4	0	0
LOC108168535	0	0	0	0	0	0	0
LOC108168536	0	0	0	0	0	0	0
LOC108168537	0	0	0	0	0	0	0
LOC108168538	0	0	0	0	0	0	0
LOC108168539	0	0	0	0	0	0	0
LOC108168540	0	0	0	0	0	0	0
LOC108168541	0	0	0	0	0	0	0
LOC108168542	0	0	0	0	0	0	0
LOC108168543	0	0	0	0	0	0	0
LOC108168544	0	0	0	0	0	0	0
LOC108168545	0	0	0	0	0	0	0
LOC108168546	0	0	0	0	0	0	0
LOC108168547	0	0	0	0	0	0	0
LOC108168548	0	0	0	0	0	0	0
LOC108168549	0	0	0	0	0	0	0
LOC108168550	0	0	0	0	0	0	0
LOC108168551	0	0	0	0	0	0	0
LOC108168552	0	0	0	0	0	0	0
LOC108168553	0	0	0	0	0	0	0
LOC108168554	0	0	0	0	0	0	0
LOC108168555	0	0	0	0	0	0	0
LOC108168556	0	0	0	0	0	0	0
LOC108168557	0	0	0	0	0	0	0
LOC108168558	0	0	0	0	0	0	0
LOC108168559	0	0	0	0	0	0	0
LOC108168560	0	0	0	0	0	0	0
LOC108168561	0	0	0	0	0	0	0
LOC108168562	0	0	0	0	0	0	0
LOC108168563	0	0	0	0	0	0	0
LOC108168564	0	0	0	0	0	0	0
LOC108168565	0	0	0	0	0	0	0
LOC108168566	0	0	0	0	0	0	0
LOC108168567	0	0	0	0	0	0	0
LOC108168568	0	0	0	0	0	0	0
LOC108168569	0	0	0	0	0	0	0
LOC108168570	0	0	0	0	0	0	0
LOC108168571	0	0	0	0	0	0	0
LOC108168572	0	0	0	0	0	0	0
LOC108168573	0	0	0	0	0	0	0
LOC108168574	0	0	0	0	0	0	0
LOC108168575	0	0	0	0	0	0	0
LOC108168576	0	0	0	0	0	0	0
LOC108168577	0	0	0	0	0	0	0
LOC108168578	0	0	0	0	0	0	0
LOC108168579	0	0	0	0	0	0	0
LOC108168580	0	0	0	0	0	0	0
LOC108168581	0	0	0	0	0	0	0
LOC108168582	0	0	0	0	0	0	0
LOC108168583	0	0	0	0	0	0	0
LOC108168584	0	0	0	0	0	0	0
LOC108168585	0	0	0	0	0	0	0
LOC108168586	0	0	0	0	0	0	0
LOC108168587	0	0	0	0	0	0	0
LOC108168588	0	0	0	0	0	0	0
LOC108168589	0	0	0	0	0	0	0
LOC108168590	0	0	0	0	0	0	0
LOC108168591	0	0	0	0	0	0	0
LOC108168592	0	0	0	0	0	0	0
LOC108168593	0	0	0	0	0	0	0
LOC108168594	0	0	0	0	0	0	0
LOC108168595	0	0	0	0	0	0	0
LOC108168596	0	0	0	0	0	0	0
LOC108168597	0	0	0	0	0	0	0
LOC108168598	0	0	0	0	0	0	0
LOC108168599	0	0	0	0	0	0	0
LOC108168600	0	0	0	0	0	0	0
LOC108168601	0	0	0	0	0	0	0
LOC108168602	0	0	0	0	0	0	0
LOC108168603	0	0	0	0	0	0	0
LOC108168604	0	0	0	0	0	0	0
LOC108168605	0	0	0	0	0	0	0
LOC108168606	0	0	0	0	0	0	0
LOC108168607	0	0	0	0	0	0	0
LOC108168608	0	0	0	0	0	0	0
LOC108168609	0	0	0	0	0	0	0
LOC108168610	0	0	0	0	0	0	0
LOC108168611	0	0	0	0	0	0	0
LOC108168612	0	0	0	0	0	0	0
LOC108168613	0	0	0	0	0	0	0
LOC108168614	0	0	0	0	0	0	0
LOC108168615	0	0	0	0	0	0	0
LOC108168616	0	0	0	0	0	0	0
LOC108168617	0	0	0	0	0	0	0
LOC108168618	0	0	0	0	0	0	0
LOC108168619	0	0	0	0	0	0	0
LOC108168620	0	0	0	0	0	0	0
LOC108168621	0	0	0	0	0	0	0
LOC108168622	0	0	0	0	0	0	0
LOC108168623	0	0	0	0	0	0	0
LOC108168624	0	0	0	0	0	0	0
LOC108168625	0	0	0	0	0	0	0
LOC108168626	0	0	0	0	0	0	0
LOC108168627	0	0	0	0	0	0	0
LOC108168628	0	0	0	0	0	0	0
LOC108168629	0	0	0	0	0	0	0
LOC108168630	0	0	0	0	0	0	0
LOC108168631	0	0	0	0	0	0	0
LOC108168632	0	0	0	0	0	0	0
LOC108168634	0	0	0	0	0	0	0
LOC108168635	0	0	0	0	0	0	0
LOC108168637	0	0	0	0	0	0	0
LOC108168638	0	0	0	0	0	0	0
LOC108168639	0	0	0	0	0	0	0
LOC108168640	0	0	0	0	0	0	0
LOC108168641	0	0	0	0	0	0	0
LOC108168642	0	0	0	0	0	0	0
LOC108168643	0	0	0	0	0	0	0
LOC108168644	0	0	0	2	0	0	0
LOC108168645	0	0	0	0	0	0	0
LOC108168646	0	0	0	0	0	0	0
LOC108168647	0	0	0	0	0	0	0
LOC108168648	0	0	0	0	0	0	0
LOC108168649	0	0	0	0	0	0	0
LOC108168650	0	0	0	0	0	0	0
LOC108168651	0	0	0	0	0	0	0
LOC108168652	0	0	0	0	0	0	0
LOC108168653	0	0	0	0	0	0	0
LOC108168654	0	0	0	0	0	0	0
LOC108168655	0	0	0	0	0	0	0
LOC108168656	0	0	0	0	0	0	0
LOC108168657	0	0	0	0	0	0	0
LOC108168658	0	0	0	0	0	0	0
LOC108168659	0	0	0	0	0	0	0
LOC108168660	0	0	0	0	0	0	0
LOC108168661	0	0	0	0	0	0	0
LOC108168662	0	0	0	0	0	0	0
LOC108168663	0	0	0	0	0	0	0
LOC108168664	0	0	0	0	0	0	0
LOC108168665	0	0	0	0	0	0	0
LOC108168666	0	0	0	0	0	0	0
LOC108168667	0	0	0	0	0	0	0
LOC108168668	0	0	0	0	0	0	0
LOC108168669	0	0	0	0	0	0	0
LOC108168670	0	0	0	0	0	0	0
LOC108168671	0	0	0	0	0	0	0
LOC108168673	0	0	0	0	1	2	1
LOC108168674	0	0	0	0	0	0	0
LOC108168675	0	0	0	0	0	0	0
LOC108168676	7	4	0	0	0	2	0
LOC108168677	0	0	0	0	0	0	0
LOC108168678	0	0	0	0	0	0	0
LOC108168679	0	0	0	0	0	0	0
LOC108168680	0	0	0	0	0	0	0
LOC108168681	0	0	0	0	0	0	0
LOC108168683	0	0	0	0	0	0	0
LOC108168684	0	0	0	0	0	0	0
LOC108168685	0	0	0	0	0	0	0
LOC108168686	0	0	0	1	0	0	0
LOC108168688	0	0	0	0	0	0	0
LOC108168693	0	0	0	0	0	0	0
LOC108168694	0	0	0	0	0	0	0
LOC108168696	0	0	0	0	1	1	0
LOC108168707	3	0	1	2	4	3	5
LOC108168710	1	1	2	0	0	0	1
LOC108168711	0	0	0	0	0	0	0
LOC108168712	0	0	0	0	0	0	0
LOC108168713	0	0	0	0	0	0	0
LOC108168719	0	0	0	0	0	0	0
LOC108168721	0	0	0	0	0	0	0
LOC108168726	0	0	3	0	0	1	1
LOC108168727	0	3	2	2	0	1	0
LOC108168731	0	0	0	0	0	0	0
LOC108168732	0	0	0	0	0	0	0
LOC108168734	6	10	11	10	11	16	13
LOC108168736	2	1	0	1	9	0	1
LOC108168737	0	0	0	0	0	0	0
LOC108168738	0	0	0	0	0	0	0
LOC108168739	0	0	0	0	0	0	0
LOC108168740	5	1	5	0	4	9	6
LOC108168741	4	2	0	3	2	2	5
LOC108168742	0	0	0	0	0	0	0
LOC108168743	3	2	3	3	6	2	2
LOC108168744	0	0	0	0	0	0	0
LOC108168745	0	2	2	0	1	0	0
LOC108168746	0	0	0	4	1	1	0
LOC108168747	27	26	30	18	32	44	23
LOC108168748	0	0	0	0	0	0	0
LOC108168750	4	3	0	5	5	3	7
LOC108168752	0	0	0	0	0	0	0
LOC108168753	8	4	11	2	10	14	19
LOC108168754	0	0	0	1	0	0	0
LOC108168755	0	0	0	0	0	0	0
LOC108168756	0	0	1	0	3	3	3
LOC108168757	0	2	0	0	0	1	0
LOC108168758	0	0	0	0	0	0	0
LOC108168760	1	0	0	1	0	1	0
LOC108168761	0	0	0	0	0	0	0
LOC108168762	0	1	0	0	2	0	0
LOC108168763	3	5	1	1	0	3	1
LOC108168764	0	0	0	0	0	0	0
LOC108168765	0	0	0	0	0	0	0
LOC108168766	0	0	0	0	0	0	0
LOC108168767	1	0	0	0	0	0	0
LOC108168768	0	0	0	0	0	0	0
LOC108168769	0	0	0	0	0	0	0
LOC108168771	4	1	1	0	3	1	0
LOC108168772	1	0	0	0	0	0	0
LOC108168773	0	0	0	0	0	0	0
LOC108168774	1	1	2	3	3	0	0
LOC108168775	2	10	5	0	6	2	3
LOC108168776	0	0	0	0	0	0	0
LOC108168777	4	0	7	8	13	8	8
LOC108168778	0	0	0	0	0	0	1
LOC108168781	0	0	0	0	0	0	0
LOC108168782	0	0	0	0	0	0	0
LOC108168783	8	4	1	2	1	1	0
LOC108168784	0	0	0	0	0	0	0
LOC108168785	1	4	0	2	3	2	0
LOC108168786	0	0	0	0	0	0	0
LOC108168787	0	1	0	2	2	0	0
LOC108168788	0	0	0	0	0	0	0
LOC108168790	0	0	4	0	7	1	3
LOC108168792	0	0	0	0	1	0	0
LOC108168793	0	3	0	0	3	6	0
LOC108168794	0	0	0	0	0	0	0
LOC108168795	1	0	1	0	1	0	0
LOC108168796	0	0	0	0	1	0	0
LOC108168797	0	0	0	0	0	1	0
LOC108168798	0	0	0	0	0	0	0
LOC108168800	0	0	0	0	0	0	0
LOC108168801	0	3	0	0	0	0	1
LOC108168803	0	0	0	0	0	0	0
LOC108168804	0	0	1	0	0	1	0
LOC108168805	0	0	0	0	0	1	0
LOC108168806	4	4	0	1	1	2	2
LOC108168807	0	0	0	0	0	0	0
LOC108168808	0	1	0	0	4	4	3
LOC108168809	3	5	2	1	6	0	1
LOC108168810	2	2	0	0	2	1	3
LOC108168811	0	0	0	0	0	0	0
LOC108168812	0	0	0	0	2	0	0
LOC108168813	20	17	18	4	25	31	23
LOC108168814	0	0	0	0	0	0	0
LOC108168815	1	1	2	1	2	2	0
LOC108168816	11	70	20	27	56	29	21
LOC108168817	1	6	1	2	7	7	1
LOC108168818	0	0	0	0	0	0	0
LOC108168820	0	1	0	0	0	0	0
LOC108168821	0	0	0	0	0	0	0
LOC108168822	0	0	0	0	0	0	0
LOC108168823	0	0	0	0	0	2	0
LOC108168825	0	0	0	0	0	0	0
LOC108168826	2	1	1	0	4	1	4
LOC108168828	1	2	0	2	0	0	1
LOC108168829	0	0	0	0	0	1	0
LOC108168830	0	0	0	0	0	0	0
LOC108168834	0	0	0	0	0	0	0
LOC108168836	0	0	0	0	1	0	0
LOC108168838	0	0	0	0	0	0	0
LOC108168839	2	3	6	6	3	11	2
LOC108168842	2	5	7	2	5	1	3
LOC108168843	2	4	1	4	8	10	9
LOC108168844	0	0	0	0	0	0	0
LOC108168845	0	0	0	0	0	0	0
LOC108168846	0	0	0	0	0	0	0
LOC108168847	0	0	0	0	0	0	0
LOC108168857	0	0	0	0	0	0	0
LOC108168859	0	1	0	9	1	6	1
LOC108168860	0	0	0	0	0	0	0
LOC108168861	0	0	0	0	0	0	0
LOC108168863	0	3	0	0	0	0	0
LOC108168864	0	0	0	0	0	0	1
LOC108168865	1	1	3	1	3	4	0
LOC108168866	0	0	0	0	0	0	0
LOC108168867	0	1	0	0	1	2	0
LOC108168868	1	27	3	9	10	12	11
LOC108168869	0	0	0	0	0	0	0
LOC108168870	0	0	0	0	0	0	0
LOC108168871	0	0	0	0	0	0	0
LOC108168872	0	0	0	1	2	0	0
LOC108168873	0	0	0	1	0	0	0
LOC108168874	0	0	0	2	1	3	0
LOC108168876	1	7	2	7	7	7	3
LOC108168877	0	0	0	0	0	0	0
LOC108168878	0	0	0	0	0	0	0
LOC108168879	10	1	3	4	5	2	1
LOC108168880	0	0	0	0	0	0	0
LOC108168881	0	0	0	3	0	2	1
LOC108168882	1	3	0	6	6	2	2
LOC108168883	0	2	0	0	0	0	0
LOC108168884	0	2	0	0	0	0	0
LOC108168885	0	1	1	1	1	0	0
LOC108168886	0	0	0	0	0	0	0
LOC108168887	0	0	0	0	0	0	1
LOC108168888	0	0	0	0	0	0	0
LOC108168889	2	4	0	1	1	1	0
LOC108168890	2	3	0	1	2	1	0
LOC108168891	8	3	0	1	5	3	4
LOC108168892	0	0	0	0	0	0	0
LOC108168893	0	0	0	0	0	0	0
LOC108168894	1	0	0	1	1	0	0
LOC108168895	0	0	0	0	0	0	0
LOC108168896	0	0	0	0	0	0	0
LOC108168898	0	0	0	0	0	0	0
LOC108168899	1	2	0	1	4	4	2
LOC108168900	0	0	0	0	1	2	0
LOC108168902	0	0	0	0	0	0	0
LOC108168903	0	7	5	4	1	6	2
LOC108168904	0	0	0	1	0	0	0
LOC108168905	3	0	0	0	1	5	5
LOC108168906	0	1	0	0	0	0	0
LOC108168907	1	0	1	7	15	3	0
LOC108168908	0	0	0	0	0	0	0
LOC108168909	0	0	0	0	0	2	0
LOC108168911	0	0	0	0	0	0	0
LOC108168912	0	0	0	0	0	0	0
LOC108168913	0	0	0	0	2	0	0
LOC108168914	0	0	0	0	0	0	0
LOC108168915	0	0	0	0	0	0	0
LOC108168918	0	4	0	1	0	2	0
LOC108168921	4	19	3	4	11	10	5
LOC108168922	0	0	0	0	0	0	0
LOC108168923	0	0	0	0	2	0	0
LOC108168924	0	1	1	1	1	0	1
LOC108168925	6	7	5	14	21	7	11
LOC108168926	0	0	0	1	4	2	7
LOC108168927	4	5	1	4	10	3	3
LOC108168928	1	0	3	0	0	0	0
LOC108168929	0	1	0	0	0	0	0
LOC108168930	0	0	2	3	2	5	1
LOC108168931	0	0	0	0	0	0	0
LOC108168932	0	0	0	0	0	0	0
LOC108168933	5	0	0	0	1	0	0
LOC108168934	0	1	0	0	0	0	0
LOC108168935	0	0	0	0	0	0	0
LOC108168936	2	2	2	2	4	7	2
LOC108168937	1	1	2	0	0	1	0
LOC108168938	0	0	0	0	0	0	0
LOC108168939	0	0	0	0	0	0	0
LOC108168940	2	0	1	0	5	2	2
LOC108168941	0	1	1	0	0	0	1
LOC108168942	0	0	0	0	0	0	0
LOC108168945	0	0	0	0	1	0	0
LOC108168946	0	0	0	0	0	0	0
LOC108168950	0	0	0	0	0	0	0
LOC108168951	0	0	0	0	0	0	0
LOC108168952	0	0	0	0	0	0	0
LOC108168953	0	1	2	0	0	1	1
LOC108168956	0	0	0	0	0	0	0
LOC108168957	0	0	0	0	0	0	0
LOC108168959	15	11	11	5	19	20	4
LOC108168960	0	0	0	0	0	0	0
LOC108168962	0	0	0	0	0	0	0
LOC108168966	0	3	1	0	0	0	1
LOC108168967	0	0	0	1	1	3	0
LOC108168969	0	0	0	1	1	3	1
LOC108168970	0	0	0	0	0	0	0
LOC108168971	0	0	0	0	0	0	0
LOC108168972	0	0	0	0	0	0	0
LOC108168973	0	2	0	0	0	0	0
LOC108168974	14	16	17	16	34	29	17
LOC108168975	0	0	0	0	0	1	0
LOC108168976	0	0	0	0	0	0	0
LOC108168977	32	29	21	40	76	100	63
LOC108168978	0	0	0	0	0	0	0
LOC108168979	0	1	0	3	1	1	3
LOC108168980	0	0	0	0	0	0	0
LOC108168981	5	0	0	0	2	4	0
LOC108168982	0	0	0	0	0	0	0
LOC108168983	0	0	0	0	0	0	0
LOC108168984	0	0	0	0	1	0	0
LOC108168985	0	0	0	0	0	0	0
LOC108168986	1	2	0	0	1	4	2
LOC108168987	45	59	37	40	63	39	40
LOC108168988	0	1	0	0	0	1	0
LOC108168990	1	10	7	5	2	2	3
LOC108168991	0	0	0	0	0	0	0
LOC108168992	0	0	0	0	0	0	0
LOC108168993	0	0	0	0	0	0	0
LOC108168994	5	1	0	5	1	0	0
LOC108168995	0	0	0	1	1	0	1
LOC108168996	0	0	0	0	0	0	0
LOC108168997	0	0	0	0	0	0	0
LOC108168998	0	0	0	0	0	0	0
LOC108168999	0	0	0	0	0	0	0
LOC108169001	0	1	0	0	1	0	1
LOC108169002	0	0	0	0	0	0	0
LOC108169003	0	0	0	0	0	0	0
LOC108169005	0	0	0	0	0	0	0
LOC108169008	5	5	3	9	8	11	7
LOC108169009	0	0	0	0	0	0	0
LOC108169010	0	0	0	0	0	0	0
LOC108169011	0	0	0	0	0	0	0
LOC108169012	0	0	0	0	0	0	0
LOC108169013	1790	1122	2128	1241	1914	3068	1744
LOC108169016	0	0	0	0	0	0	0
LOC108169017	0	0	0	0	0	0	0
LOC108169018	0	14	2	0	4	0	1
LOC108169020	0	0	0	0	0	0	0
LOC108169021	0	1	0	0	0	0	0
LOC108169023	8	7	20	5	18	15	22
LOC108169025	0	0	0	0	0	0	0
LOC108169026	0	1	0	0	0	0	1
LOC108169027	0	0	0	0	0	0	0
LOC108169029	74	96	112	82	94	93	96
LOC108169030	2	3	1	1	6	4	3
LOC108169031	0	0	0	0	0	0	0
LOC108169032	0	0	0	0	0	0	0
LOC108169033	0	0	0	0	0	0	0
LOC108169034	0	0	0	0	0	0	0
LOC108169036	0	0	0	0	0	0	0
LOC108169037	12	8	11	6	13	23	15
LOC108169038	4	11	11	9	28	21	11
LOC108169039	3	1	3	5	2	1	8
LOC108169041	0	0	0	0	0	0	0
LOC108169042	0	0	0	0	0	0	0
LOC108169043	1	0	0	0	0	2	1
LOC108169044	0	0	0	0	0	0	0
LOC108169045	1	0	0	3	1	1	0
LOC108169046	4	5	5	9	7	4	8
LOC108169047	0	0	0	0	0	0	0
LOC108169048	0	0	0	0	0	0	0
LOC108169049	3	8	0	1	1	0	0
LOC108169050	3	2	3	0	2	5	1
LOC108169051	0	0	0	0	0	0	0
LOC108169054	0	0	0	0	0	0	0
LOC108169056	0	1	1	1	1	1	1
LOC108169057	0	2	0	0	2	2	3
LOC108169060	0	0	1	0	0	1	2
LOC108169061	0	1	0	1	0	2	0
LOC108169064	0	0	0	0	0	0	0
LOC108169065	0	0	2	0	0	0	0
LOC108169067	0	0	0	0	0	0	0
LOC108169068	0	2	0	6	0	4	1
LOC108169069	3	1	9	1	3	8	8
LOC108169070	0	0	0	0	1	0	0
LOC108169071	0	0	0	0	0	0	0
LOC108169074	0	0	0	0	0	0	0
LOC108169075	0	0	0	0	0	0	0
LOC108169076	18	5	17	4	8	19	20
LOC108169077	19	13	29	15	37	42	36
LOC108169078	0	0	0	0	0	0	0
LOC108169079	1	1	2	1	0	3	3
LOC108169080	0	0	0	0	0	0	0
LOC108169081	0	0	0	0	0	0	0
LOC108169082	0	0	0	1	2	1	0
LOC108169083	0	0	0	3	2	0	1
LOC108169084	0	0	0	0	0	0	0
LOC108169085	0	0	0	0	0	0	0
LOC108169086	0	0	0	0	1	0	0
LOC108169093	0	0	1	0	3	0	2
LOC108169096	0	1	0	2	6	4	1
LOC108169097	0	0	0	0	0	0	0
LOC108169098	0	0	0	0	0	0	0
LOC108169100	0	0	0	0	0	0	0
LOC108169101	0	0	0	0	0	0	0
LOC108169102	0	0	0	0	0	0	0
LOC108169105	0	0	0	0	0	0	0
LOC108169107	0	0	0	0	0	0	0
LOC108169115	0	0	0	1	0	1	0
LOC108169116	0	0	0	0	0	2	0
LOC108169118	0	0	0	0	0	0	0
LOC108169119	0	0	0	0	0	0	0
LOC108169121	0	0	1	6	6	3	0
LOC108169123	0	0	1	0	0	1	0
LOC108169124	3	2	4	5	8	7	10
LOC108169125	0	0	0	0	0	0	0
LOC108169127	0	0	0	0	0	0	0
LOC108169128	0	0	0	0	0	0	0
LOC108169129	0	0	0	0	0	0	1
LOC108169130	5	5	4	8	9	4	11
LOC108169131	0	0	0	0	0	0	0
LOC108169132	0	0	0	0	0	0	0
LOC108169134	0	0	0	0	0	0	0
LOC108169135	2	4	4	3	9	4	1
LOC108169136	0	0	0	0	1	0	0
LOC108169137	0	0	0	0	0	0	0
LOC108169138	0	0	0	0	2	1	5
LOC108169139	0	0	0	0	0	0	0
LOC108169140	0	1	0	0	0	0	0
LOC108169141	0	1	0	4	1	1	1
LOC108169142	0	0	0	0	0	0	0
LOC108169145	1	3	0	3	1	0	0
LOC108169146	0	0	0	0	0	0	0
LOC108169147	0	0	0	0	0	0	0
LOC108169148	0	0	0	0	0	0	0
LOC108169149	0	0	0	0	0	0	0
LOC108169150	2	2	1	0	2	1	2
LOC108169151	0	1	0	0	2	0	0
LOC108169152	6	1	6	10	13	14	21
LOC108169153	0	0	0	0	0	3	0
LOC108169154	0	0	0	0	1	0	0
LOC108169155	13	17	11	12	24	25	29
LOC108169157	0	0	0	0	0	0	0
LOC108169158	0	0	0	0	0	0	0
LOC108169159	1	0	0	0	1	0	0
LOC108169160	0	0	0	0	0	0	0
LOC108169161	0	2	0	1	1	1	0
LOC108169162	0	0	0	0	0	0	0
LOC108169163	4	5	0	3	8	4	2
LOC108169168	0	0	0	0	0	0	0
LOC108169169	0	0	0	0	0	0	0
LOC108169171	5	4	4	2	3	4	2
LOC108169172	1	1	0	0	0	0	1
LOC108169173	0	0	0	0	0	0	0
LOC108169174	1	1	1	1	1	2	3
LOC108169175	1	0	0	0	0	0	1
LOC108169176	0	0	0	0	0	0	0
LOC108169177	8	3	4	5	3	7	14
LOC108169178	3	0	1	0	0	0	0
LOC108169181	0	0	0	0	0	0	0
LOC108169182	1	0	1	1	7	0	1
LOC108169188	0	0	0	0	0	1	0
LOC108169189	0	0	0	0	0	1	0
LOC108169190	0	0	0	0	0	0	0
LOC108169192	0	0	0	0	0	0	0
LOC108169200	0	0	0	0	0	0	0
LOC108169201	5	0	0	0	9	10	0
LOC108169202	0	0	1	0	0	0	1
LOC108169203	0	0	0	3	0	0	0
LOC108169204	0	0	0	0	0	0	0
LOC108169205	0	0	0	0	0	0	0
LOC328066	16	4	17	28	63	61	57
LOC328448	2	0	0	0	0	0	0
