Gene	GSM5073707_neg_1	GSM5073708_neg_2	GSM5073709_neg_3	GSM5073711_neg_5	GSM5073714_pos_3	GSM5073719_pos_8	GSM5073720_pos_9	GSM5073722_pos_11	GSM5073724_pos_13	GSM5073729_pos_18	GSM5073730_pos_19	GSM5073732_pos_21	GSM5073734_pos_23	GSM5073738_pos_27	GSM5073739_pos_28	GSM5073744_pos_33
SLC30A9	96	68	17	79	126	8	39	331	1484	1666	158	174	26	136	3	994
MTMR11	32	24	7	35	5	2	5	5	98	81	8	7	3	2	4	110
COX15	36	24	11	32	88	1	20	109	405	479	50	63	8	32	1	510
CCDC88C	321	219	139	434	363	64	147	1271	2501	3214	1235	932	227	384	27	10304
YAF2	48	47	3	25	48	3	16	31	418	384	46	55	10	23	3	256
ZMYND11	69	93	41	57	227	14	59	363	1318	1298	159	154	36	99	11	1460
WAS	21	19	7	23	141	8	40	64	57	49	42	35	8	7	13	172
DPEP1	22	13	0	35	5	2	0	2	3	6	4	2	1	2	1	3
BID	34	22	9	30	106	5	23	85	315	234	40	47	7	32	8	220
NPC1L1	22	12	6	59	0	3	7	12	4	16	9	8	8	1	3	9
XYLT2	51	21	5	63	37	9	11	103	349	539	92	81	16	51	13	848
RGPD5	3	0	0	0	0	0	0	2	5	2	0	0	0	0	0	2
STMN4	16	11	0	30	1	1	7	1	5	4	1	3	2	0	2	4
NUDCD3	68	43	30	148	142	12	55	204	788	1001	192	155	28	99	7	2433
ISL1	12	7	6	7	5	1	3	34	214	350	13	13	1	24	1	112
CHDH	23	13	13	25	2	3	5	59	97	151	29	21	1	8	4	107
IL20RA	46	24	7	57	14	6	5	31	406	680	100	59	11	40	1	958
CLCA1	18	4	6	15	5	3	5	14	7	6	5	3	2	2	6	5
CLCA4	13	28	6	13	5	2	5	46	248	232	3	47	2	22	4	42
GLT8D1	46	36	9	55	67	2	13	222	628	828	103	96	10	80	6	1066
ATP2C1	119	70	35	95	74	8	39	199	2205	2457	174	257	35	196	5	1653
IGF1	14	10	8	32	5	7	16	269	283	286	25	32	16	29	6	168
SLC38A5	18	23	4	15	5	3	5	8	79	45	9	13	4	8	5	53
RALBP1	102	91	22	92	91	14	63	335	937	1092	192	172	24	99	3	2086
RUFY3	91	76	23	77	74	11	22	228	1316	1322	163	228	33	161	6	1473
CNTN1	21	7	4	38	11	2	1	12	129	299	13	10	4	22	11	8
SLC11A1	26	23	9	58	2	4	2	8	19	39	9	48	10	10	10	39
WWTR1	119	78	39	90	39	6	16	256	1029	1126	131	110	12	92	7	1609
AGPS	49	36	33	75	117	11	45	210	975	1108	135	111	19	114	10	771
ZNF806	2	2	0	11	1	2	1	3	6	7	6	8	0	0	2	1
STEEP1	33	19	5	31	12	3	20	80	241	226	47	40	6	19	1	434
ATP1A2	42	31	11	24	11	7	10	19	8	10	12	20	9	4	10	8
TTC27	25	21	15	40	63	1	16	63	419	362	60	59	14	34	8	446
ZNF582	5	5	3	14	10	3	8	46	71	58	9	16	2	8	4	45
VSIG2	31	11	5	50	23	3	8	58	244	579	44	75	6	64	0	270
PHLDB1	100	57	30	149	24	6	10	50	168	263	30	24	6	22	10	185
MARCO	10	5	0	14	1	1	5	6	1	11	5	6	1	2	5	0
CYP24A1	53	69	28	104	16	5	9	39	121	82	88	35	3	18	3	532
PRDM11	57	39	19	75	39	9	14	49	292	386	79	35	13	56	14	704
SYT13	17	10	2	9	8	0	3	90	34	107	7	4	5	3	0	112
SNAI2	5	7	0	7	3	0	4	3	173	116	4	2	2	11	3	58
CD74	1180	464	386	1659	3679	235	1364	5672	8732	4638	1885	2688	509	575	81	46082
HGF	18	8	17	45	5	6	1	15	52	43	16	9	4	4	8	25
ZRANB1	27	20	11	48	54	6	44	137	692	875	102	123	13	66	1	796
NCDN	26	17	4	49	27	13	25	221	309	1042	119	99	10	86	6	1939
ADGRA2	44	10	2	60	8	5	4	9	14	10	12	9	1	5	7	16
CCT8L1P	11	5	0	7	3	3	0	3	4	3	5	4	1	1	1	1
ZFP64	42	15	19	59	32	8	12	57	273	266	48	41	10	22	6	535
MNAT1	48	20	18	35	28	2	12	125	575	610	92	66	13	68	2	631
SAMD4A	64	42	25	95	54	8	22	43	92	99	14	41	10	11	8	209
RUNX3	27	13	8	61	209	9	68	156	106	76	38	70	12	9	2	321
MRE11	73	58	12	63	80	4	51	100	855	850	155	111	21	62	7	689
PLEKHB1	82	39	37	101	24	7	13	151	401	834	213	91	23	117	5	3664
SERPINB1	132	101	41	107	174	19	61	508	967	1143	185	228	40	114	15	1669
CYP3A43	25	4	0	3	3	1	0	3	2	6	4	1	3	0	3	5
SLC7A9	11	7	0	21	6	2	3	16	14	23	10	6	7	5	8	28
SPAST	55	38	8	62	55	2	27	59	663	713	48	106	19	67	4	449
NRXN3	81	20	21	105	28	3	3	17	65	162	14	27	8	18	10	112
OSBPL5	77	60	17	82	7	7	8	115	261	464	70	78	16	34	3	892
AQR	131	69	44	110	187	15	60	364	1597	1893	201	233	27	169	11	1330
CPS1	35	14	3	44	7	12	6	7	82	39	18	19	7	14	9	35
C8B	9	9	10	16	8	5	8	9	9	10	3	9	2	3	7	5
FHL1	12	15	5	25	18	2	9	10	36	24	12	4	2	5	4	156
RTF2	55	35	18	66	43	9	40	211	448	518	107	90	18	74	7	1009
GABRA1	20	11	1	26	3	3	2	6	6	5	8	2	1	1	5	2
NLRP2	21	12	3	54	7	6	8	66	84	330	53	12	4	31	6	15
SLC45A4	71	27	23	111	51	12	29	125	344	802	143	132	17	67	4	1295
RNF10	111	98	43	145	152	16	68	465	1130	1191	339	328	39	109	13	3025
ZNF839	20	11	6	46	27	2	14	44	178	267	68	51	10	17	7	563
ZDHHC6	28	25	11	39	75	5	13	169	439	461	56	54	6	47	1	316
GRAMD1B	103	83	29	138	55	4	17	159	272	323	77	107	21	47	6	784
RNH1	105	56	40	152	182	12	58	361	1047	1050	164	157	22	75	5	2350
NDUFS1	182	93	53	193	153	13	70	647	1830	2415	360	256	35	174	5	2710
RB1CC1	197	120	55	154	173	22	90	734	3106	3482	499	386	80	307	15	2493
ERP44	43	24	9	41	39	3	19	103	830	829	68	94	11	76	1	729
ALAS1	84	55	23	81	38	3	19	149	952	757	148	183	21	90	3	1482
BIRC3	49	39	13	79	366	23	317	385	351	287	66	68	20	34	12	341
AKAP11	143	91	52	126	293	16	105	436	2421	2605	321	297	40	230	13	2387
GLRX2	18	13	6	30	12	0	9	54	241	251	36	24	1	30	2	227
SNAPC1	16	3	9	20	14	1	6	77	222	209	32	37	7	16	3	504
DERA	41	31	11	40	20	4	20	138	371	389	59	48	9	27	4	284
STRAP	67	38	25	95	58	10	59	246	873	1046	122	116	14	81	5	934
ABCC2	23	27	12	36	9	6	10	23	53	56	31	21	7	10	8	104
DEF6	43	30	5	55	184	9	57	145	400	362	122	90	23	35	7	402
PLEKHO1	45	28	19	72	223	9	69	175	104	101	41	67	11	5	8	252
GCLM	145	102	64	104	87	9	28	338	1578	1690	351	270	37	162	1	2080
UBR2	121	84	44	92	245	9	68	457	1803	2065	278	278	45	165	11	2375
EHD2	23	18	0	31	1	1	1	3	57	97	7	0	2	3	2	81
DEPDC1	7	9	0	8	6	0	20	4	228	51	9	7	3	7	1	3
CCDC28A	53	15	12	54	77	2	16	143	275	461	90	67	6	32	2	691
RRAGD	92	69	19	71	20	3	24	273	747	1058	142	109	19	74	0	907
HSF2	48	23	11	40	43	4	18	129	397	573	77	58	12	41	1	604
PHF20	72	51	35	82	140	8	70	190	754	785	184	116	24	60	6	1678
HSD17B6	23	6	1	12	18	0	2	1	12	5	2	4	0	1	2	8
NR1H3	30	11	10	30	8	4	26	56	95	132	22	12	9	12	3	157
TYMP	129	46	28	109	54	13	48	646	464	345	248	325	65	73	9	3034
NCAPH2	40	37	8	60	72	7	29	151	375	441	82	60	12	37	2	501
TOMM34	62	23	14	56	51	5	27	163	471	571	173	74	19	66	2	1816
SEC63	87	71	25	73	59	7	30	198	1395	1650	162	202	25	165	7	1561
KPNA6	101	81	30	182	118	21	69	363	1122	1360	230	171	22	146	9	3194
VIM	64	28	83	171	869	30	311	864	517	402	163	182	57	52	18	1022
RTEL1-TNFRSF6B	11	7	1	20	10	1	0	0	21	9	2	7	0	2	0	27
FAS	27	28	5	21	35	7	17	49	419	396	30	45	14	25	4	278
RNASET2	61	47	17	64	89	7	29	68	157	213	52	34	6	18	7	431
CD44	188	215	33	131	498	31	182	354	3971	2904	147	267	25	257	21	1758
KCNG1	14	15	1	20	0	0	2	13	5	13	1	0	1	3	2	10
AGPAT4	50	27	12	70	8	4	2	44	53	274	66	49	6	40	3	309
SLAMF7	15	9	3	30	48	6	17	68	135	50	24	49	8	8	3	150
BTN3A1	57	27	18	66	113	6	45	211	633	500	123	128	14	51	3	1104
MIPEP	76	36	31	61	24	9	15	225	668	903	192	137	19	90	4	1721
PRKCH	62	44	2	71	236	12	52	178	380	500	100	112	18	49	3	637
INSRR	34	28	3	71	8	4	2	13	11	10	8	10	3	4	10	5
IFNGR1	80	47	11	88	114	16	44	199	1016	936	54	76	8	84	6	553
B4GALT7	35	20	5	71	25	3	7	65	154	202	36	43	4	28	4	495
SH2D2A	19	5	4	40	31	1	4	13	30	10	18	28	4	8	3	56
VRK2	35	27	6	53	56	6	23	101	545	498	86	68	11	42	5	520
TNFRSF1B	35	24	5	54	118	8	34	116	65	48	32	70	3	22	4	230
VEZT	71	40	32	70	88	8	35	148	917	912	94	100	9	101	3	774
POU2F2	60	39	7	80	168	10	65	25	43	60	23	25	9	10	9	165
BRD9	60	38	27	58	67	9	41	81	345	417	113	78	25	61	5	794
SNX1	89	78	30	109	129	13	69	251	1048	1352	188	200	36	115	4	2415
TBPL1	10	8	4	31	36	0	12	45	216	262	29	24	4	17	0	112
ARNTL2	49	28	32	33	33	7	24	189	656	454	82	100	10	45	5	305
BCLAF1	249	183	55	154	343	30	147	809	3622	4258	461	446	68	424	8	3105
SLC39A9	102	67	34	130	119	15	41	307	1725	1978	193	194	29	168	6	2691
ANK1	39	23	13	67	37	14	15	31	29	40	32	18	14	15	23	56
IBSP	3	1	0	9	1	3	1	2	4	2	0	2	0	1	2	2
TFB1M	9	8	1	13	47	7	6	12	208	173	18	31	7	22	1	155
RABEP1	57	58	49	72	285	15	85	409	1607	1418	215	223	24	119	14	1826
HMGB3	50	24	3	41	21	2	13	145	358	376	45	71	13	35	1	442
NUP160	95	61	30	80	196	17	57	124	1002	894	131	132	19	101	6	836
BAK1	21	7	11	56	42	2	15	89	178	214	50	43	13	19	2	626
MUSK	25	12	1	26	7	5	1	14	13	12	12	4	1	3	14	4
IKZF2	223	197	61	117	88	13	48	790	4231	4430	364	421	62	385	5	2125
GRN	91	79	26	132	206	23	76	396	1454	1091	126	218	28	109	13	2194
FAM13B	96	75	39	103	363	18	106	510	1729	1633	238	250	24	126	3	1475
ARHGAP31	48	22	9	87	64	13	36	85	131	143	33	56	11	13	16	203
CENPQ	5	2	1	6	13	0	3	25	77	92	7	18	3	12	1	52
SARS1	69	82	23	87	164	7	60	306	850	1032	131	137	18	78	4	1256
RANBP3	79	44	18	80	96	4	36	139	445	424	100	115	9	30	5	1162
ARID4A	45	68	11	22	142	1	52	249	671	728	98	95	28	53	4	366
EIPR1	61	27	19	58	73	11	13	164	336	430	98	65	18	40	3	870
PNPLA6	78	41	11	93	54	15	28	152	327	400	68	87	15	52	16	588
IFT88	107	49	40	61	25	4	7	209	877	1581	283	216	37	140	8	1461
ALG1	26	9	1	27	42	9	11	56	240	334	30	60	2	33	8	631
ZCCHC8	66	60	28	53	38	5	26	136	437	549	79	57	7	51	4	552
ABCF2	14	8	5	17	28	1	4	8	99	104	15	24	2	10	1	213
CHPF2	28	34	17	27	65	2	21	80	365	538	78	111	5	39	3	891
LRRC7	58	36	10	88	10	5	11	9	28	13	13	9	5	2	8	6
FUT8	63	15	14	55	119	12	31	43	528	758	97	95	13	70	1	540
UBA6	118	100	22	61	122	14	65	245	2359	1885	148	268	26	145	7	858
GAB2	49	47	14	67	81	11	36	93	279	316	76	62	10	30	4	699
ATP6V0A1	53	48	6	59	30	5	8	22	272	316	44	45	12	35	8	608
PIAS1	83	68	34	109	190	8	102	227	1129	1120	103	136	17	81	6	874
SLC4A7	71	76	13	42	113	18	55	142	734	836	98	150	27	83	7	378
APBA2	40	16	13	41	56	8	29	79	38	46	23	16	6	5	6	47
MAP2K3	58	65	51	126	61	9	39	147	382	476	146	122	21	54	4	2250
CLXN	156	94	77	199	73	9	37	584	1496	2640	709	391	64	281	6	6843
TMSB10	549	257	221	640	1099	59	467	2405	2685	1906	632	607	119	177	50	11701
ASTE1	10	11	5	19	26	3	15	42	158	142	22	25	10	14	2	129
RNF19A	127	115	17	73	327	17	109	330	1485	1503	201	285	48	162	12	1035
PEX3	30	13	3	22	28	2	16	67	432	404	53	49	6	35	1	299
GABARAPL2	88	33	13	75	42	9	31	204	616	900	135	72	12	81	1	890
MYOC	1	2	2	2	1	2	1	5	3	7	3	2	4	2	3	2
SH3YL1	99	34	15	51	95	9	21	155	822	1068	156	134	16	92	8	1124
FAM136A	34	26	7	20	22	4	20	141	377	356	86	40	13	32	2	581
VCL	95	84	51	79	95	8	30	131	1258	1218	100	175	13	98	12	798
DEPDC1B	4	2	0	20	1	4	14	16	46	15	4	4	2	2	5	2
DAPK2	51	30	31	82	10	6	7	30	134	65	72	48	12	11	9	139
NSMAF	50	43	23	46	172	7	40	230	852	907	75	112	18	76	4	486
ADSS2	104	76	31	69	109	13	42	390	1302	1922	267	207	32	180	2	2030
STAP1	40	19	10	35	149	5	67	496	398	451	33	29	7	36	3	393
TIMP2	25	16	21	56	6	0	6	108	139	120	17	42	3	22	3	222
RFC1	66	80	20	93	185	16	74	336	1195	1158	125	146	14	105	10	1389
TBC1D23	43	33	20	58	103	3	39	122	738	773	66	55	12	65	1	277
CUL3	119	71	31	140	203	12	112	380	1839	1682	200	180	31	159	11	1185
MYOM2	49	14	1	72	11	9	13	16	37	51	10	20	12	14	15	52
OTC	1	4	8	12	2	1	2	3	1	0	4	1	2	5	5	1
CYP46A1	26	16	11	42	5	3	2	6	34	34	18	16	9	7	6	92
ZZZ3	87	52	32	84	136	8	65	211	1399	1300	97	153	17	135	8	813
SLC18A1	20	19	1	29	3	1	4	6	13	5	4	5	1	4	4	4
USP2	54	17	30	96	20	4	8	189	220	543	172	111	19	58	7	2725
CASR	27	16	1	36	3	2	6	10	14	11	8	9	5	6	8	8
TUBG2	24	33	3	32	16	1	6	14	74	130	27	33	1	19	6	214
RPL26L1	17	9	4	32	1	4	13	60	147	115	24	7	0	19	1	188
FLT4	70	32	7	89	30	10	10	12	23	17	18	11	9	7	17	9
NSUN2	50	52	23	82	184	13	47	219	659	685	145	123	30	62	9	1074
FBXO42	48	41	23	70	68	3	24	100	527	689	87	54	10	55	9	807
MFAP3	38	13	21	48	31	3	7	33	400	437	34	48	6	32	2	255
MRI1	18	20	3	39	40	5	11	107	157	380	82	51	7	36	5	604
METTL1	13	3	2	2	8	4	3	19	51	61	9	8	4	6	2	77
HOXC8	8	3	1	13	0	0	1	2	5	0	2	0	3	0	0	0
AGA	22	7	2	14	8	5	7	30	288	331	27	36	6	24	7	218
PI4K2B	39	19	8	30	62	5	44	149	617	584	84	111	23	61	5	519
BOD1L1	133	163	33	132	350	33	143	520	2097	1909	353	321	54	202	16	2577
MAT2B	115	54	56	149	220	11	113	330	1131	1526	181	175	32	121	6	1440
TLL1	19	11	2	36	5	6	7	32	25	15	8	20	1	7	11	16
EDC4	55	52	12	85	82	13	42	98	489	509	117	99	14	53	10	898
TRIO	165	220	58	154	178	23	99	295	1015	1503	310	302	59	169	26	1899
VCAN	44	28	48	105	23	15	14	59	328	360	117	93	32	50	25	972
CLEC16A	72	57	46	107	78	11	45	222	490	630	185	143	26	60	4	1378
MSR1	33	32	4	35	9	4	12	184	368	43	42	56	18	8	3	177
CDH1	317	165	70	272	66	26	38	683	3367	4161	493	608	89	393	7	7590
MTREX	89	50	26	79	114	10	66	201	1649	1653	148	177	23	145	0	1058
DNAH5	856	571	325	860	344	125	111	2874	9990	30896	5243	2738	506	2882	35	29262
ZFYVE16	94	63	29	80	53	13	37	231	1372	1749	163	216	40	176	8	859
RIPOR1	29	29	13	85	84	9	23	23	191	247	81	60	10	30	6	587
C6	17	11	7	19	6	5	8	5	7	6	6	14	7	3	6	8
RAI14	155	91	36	178	28	3	21	524	2338	2304	168	261	22	189	6	1580
SOX30	13	9	5	19	4	4	0	10	11	10	10	10	4	4	4	14
PNKP	59	27	22	82	67	12	27	79	243	332	148	130	30	43	8	972
BEST2	22	8	2	25	1	0	2	4	1	10	3	2	1	2	1	4
PHLPP2	38	25	6	59	81	5	24	70	133	227	26	29	11	16	9	311
SPDL1	34	21	11	27	14	4	11	26	201	133	19	20	4	9	1	157
STAU2	84	39	36	74	124	7	28	167	819	909	102	97	12	75	2	572
SLC66A1	8	8	6	27	9	2	2	9	88	54	13	22	1	7	4	230
CTNS	44	37	6	54	23	2	11	16	130	257	61	44	10	18	11	760
RTN4R	11	8	0	46	2	1	3	8	19	19	6	2	4	0	1	16
PHF23	46	27	15	60	62	5	25	198	266	301	64	51	8	32	5	630
CDH10	4	3	3	12	5	1	0	2	3	4	2	3	0	0	8	0
INPP4A	70	45	17	83	143	6	34	140	458	537	179	154	37	64	14	719
RAB27B	57	23	21	45	28	1	14	430	1187	1109	70	145	15	73	3	323
PSMA4	113	59	25	123	166	6	47	611	1390	1259	127	129	29	83	9	1155
MYO16	19	15	7	46	1	6	4	15	19	27	13	11	10	4	7	29
LSG1	60	63	27	71	83	10	31	196	933	827	177	169	32	95	7	1682
PARP3	34	34	29	59	59	6	16	163	497	378	102	96	20	40	1	887
TNC	113	72	9	108	56	19	20	74	5603	7863	93	259	23	529	26	2025
THAP3	24	8	2	21	23	2	8	20	78	116	14	18	2	12	0	230
RIPOR3	45	30	6	45	11	3	3	14	50	133	13	16	6	10	7	27
TDP1	38	27	6	71	57	3	29	172	411	311	94	58	18	34	6	702
AIFM2	27	16	7	43	23	4	7	100	130	144	62	34	6	17	2	463
C2orf83	21	4	0	34	4	1	3	3	1	6	2	3	1	1	1	2
SPATA7	64	19	17	42	21	3	7	57	347	349	87	28	8	34	8	531
MED17	24	23	11	45	1	0	13	6	101	147	17	10	0	10	0	233
RETSAT	52	18	11	41	42	2	13	79	488	650	54	60	9	67	3	528
CAPG	69	33	32	147	177	14	61	376	750	721	71	94	20	81	7	741
AP2S1	44	20	8	32	83	4	20	129	298	212	50	27	4	21	2	528
USH2A	34	28	7	62	39	25	36	45	71	62	42	42	19	26	42	80
ZPBP	4	7	3	16	1	0	3	17	9	21	3	3	4	1	1	10
TG	50	26	5	103	28	13	34	30	88	68	34	38	13	10	21	46
ADAM28	285	219	12	131	238	21	129	635	11374	9867	188	613	31	727	5	2208
BARX2	10	8	7	26	1	1	6	19	20	25	20	12	2	2	0	278
DCUN1D1	68	45	21	62	98	7	62	292	1167	1137	124	121	20	98	0	468
JADE2	72	63	42	148	342	15	107	447	646	889	213	198	28	85	12	2605
ZIC2	7	6	5	5	0	3	1	5	7	2	3	2	1	2	3	1
LCP2	62	31	22	57	217	8	72	398	271	166	96	122	29	18	13	414
TRIT1	34	26	7	39	27	6	13	77	452	477	65	71	10	42	3	640
ADRB1	15	12	9	27	2	1	1	11	143	113	25	28	5	11	3	662
GUCA2B	1	2	0	10	0	1	0	0	1	1	1	3	0	1	0	1
CUL7	40	37	7	82	41	8	15	110	455	700	127	109	29	59	11	995
CTNNA1	468	343	171	607	259	39	89	1440	6149	7293	1096	1012	129	675	15	11037
PHKA2	35	25	2	35	97	8	25	64	430	517	59	91	24	46	14	482
CNTLN	33	37	10	71	23	2	9	36	501	418	92	65	18	43	3	335
EPHA3	14	12	1	20	3	2	4	6	8	21	6	7	4	1	2	5
HSPA5	170	221	56	141	92	12	39	664	3187	3425	327	355	60	282	9	6622
DSG2	66	34	16	40	20	8	6	152	1720	1867	69	104	20	134	9	873
GEMIN8	14	8	12	15	33	2	3	71	221	269	54	54	22	22	2	576
OFD1	66	63	33	52	143	13	57	194	1016	1196	142	170	30	100	5	1378
GPM6B	45	25	5	33	13	1	2	39	312	404	41	45	5	31	8	379
MAGEC2	5	2	0	2	0	1	2	4	4	3	1	0	0	0	0	0
PREX2	26	7	2	53	9	1	6	27	20	34	5	13	5	5	7	5
WDR37	39	33	7	34	81	7	22	131	420	459	94	71	9	37	3	789
YTHDC2	75	66	24	60	147	13	40	156	1389	1266	111	182	19	101	16	742
CTPS2	28	21	7	28	19	3	14	60	432	508	53	67	7	31	6	376
ATP6V1H	66	34	23	54	28	5	27	90	582	574	72	60	9	54	3	564
POLR2B	142	85	54	110	303	23	121	473	1799	1861	228	242	34	180	9	1650
FAM214A	109	84	49	110	211	17	87	288	2518	2738	229	330	28	228	8	1133
ARAP2	150	101	45	152	329	20	122	706	2248	2149	354	409	76	197	10	1593
TPR	269	290	78	219	471	34	190	778	4785	4022	646	653	120	414	18	5639
CP	287	202	47	259	33	18	41	1045	4428	7085	434	932	62	601	10	2795
KATNIP	147	97	152	213	73	26	30	608	1109	2257	701	457	109	266	10	5674
DTNBP1	16	12	1	17	42	4	15	106	96	119	36	46	8	14	4	351
XK	11	14	3	9	3	3	1	3	118	123	32	18	2	16	6	282
ANO2	33	17	9	60	7	4	6	16	21	21	6	14	4	5	5	23
C12orf4	36	30	15	42	65	6	17	104	445	412	49	50	7	42	1	304
SCML1	11	13	6	11	8	0	9	47	235	167	25	9	2	22	1	120
WWC3	51	38	3	67	131	4	36	205	372	564	128	102	19	52	12	1188
ARHGAP6	17	9	1	44	17	0	2	14	52	137	20	12	3	8	6	79
FAM184B	19	13	2	34	7	6	3	7	14	9	4	4	4	1	7	6
MAP4	134	81	77	202	236	23	70	594	1242	1510	323	298	61	142	14	5307
GOPC	52	31	23	28	68	5	32	210	641	871	81	66	8	80	2	449
ROS1	16	12	1	29	15	10	5	21	16	25	20	12	7	9	19	2
USP28	71	60	18	47	56	8	44	134	830	794	113	129	20	79	9	779
HDAC9	89	37	27	149	272	16	75	132	367	147	76	115	18	27	10	541
TSPAN17	48	38	8	47	51	3	13	141	397	415	83	75	17	31	1	1008
NOP16	14	4	6	44	22	4	6	24	117	71	20	20	6	11	7	160
CC2D2A	220	126	94	311	132	32	37	820	1830	2304	747	416	119	281	14	6430
RRM2B	63	64	25	84	98	8	60	271	759	852	117	81	22	91	11	692
ZNF800	51	37	9	19	127	5	54	184	843	905	71	82	10	66	3	332
TNFRSF17	3	0	0	2	3	2	9	0	2	3	0	2	1	0	0	0
SNX29	99	70	64	189	298	19	105	366	581	1140	318	210	39	126	10	3609
LMO3	33	23	9	29	1	1	1	1	43	33	2	3	0	1	2	22
MRPS10	39	28	14	53	78	5	29	104	436	524	90	72	8	49	4	660
GUCA1A	1	0	0	2	1	0	1	1	0	0	0	0	0	0	0	0
RSF1	122	94	57	127	238	15	78	334	1945	1934	270	281	42	167	16	1943
VPS13D	214	323	84	281	294	31	137	478	3950	4357	492	740	83	407	18	3082
CELF2	57	75	24	116	361	17	169	345	438	284	116	97	28	39	5	652
FAM120A	237	133	107	273	293	30	131	682	2645	3183	552	475	65	292	16	6232
R3HDM1	53	39	23	53	72	3	35	131	493	384	78	91	15	39	4	339
COL9A2	59	37	11	72	36	8	18	120	217	216	100	97	19	34	6	359
KITLG	108	44	10	54	17	4	5	132	2428	2033	73	122	18	162	2	375
ERCC8	37	15	16	34	40	3	10	41	321	264	33	28	1	28	4	143
ADAMTS6	29	11	10	52	18	7	10	5	79	17	8	16	4	6	4	10
H6PD	133	182	39	129	49	20	50	322	2012	2564	245	384	44	207	11	3859
VAMP3	76	58	25	79	69	2	49	246	967	955	117	117	21	90	1	899
PER3	86	57	36	50	14	8	8	105	1050	602	85	157	14	56	6	861
UTS2	5	5	0	2	1	0	0	3	3	3	0	0	1	1	1	0
TNFRSF9	16	4	2	25	25	1	3	14	15	6	8	2	2	4	1	12
EPN3	50	45	20	44	28	7	7	294	560	589	123	156	18	68	2	1006
LTBP1	32	18	10	46	24	8	16	37	304	269	36	31	14	36	13	233
RCN1	23	9	2	8	0	0	1	21	307	245	18	33	1	27	0	224
ELN	68	36	12	79	21	15	13	17	444	290	22	17	8	20	15	463
RFC2	21	11	1	41	30	2	18	31	224	189	35	26	9	14	0	261
ARID1B	185	156	108	248	377	37	153	488	2801	3165	374	384	49	298	21	3625
CLPTM1L	102	51	14	86	120	8	41	156	657	804	102	104	12	82	7	1225
NEDD4L	162	102	87	193	86	17	43	735	1554	2155	331	213	42	180	11	2931
FOXP3	16	4	3	20	4	1	4	4	21	11	8	7	2	5	10	23
PPP1R3F	14	6	7	17	7	2	4	34	77	73	33	26	11	11	2	393
HEXB	59	26	9	24	41	6	16	113	815	792	47	88	13	64	7	473
PTCD2	30	24	10	41	18	4	8	27	224	234	23	24	3	17	2	290
NEXMIF	22	20	7	44	9	7	13	58	419	529	52	52	7	43	10	463
JKAMP	42	20	18	34	31	3	8	85	635	627	61	83	13	62	1	651
DKK3	20	7	3	81	1	1	4	3	197	168	1	5	2	8	7	106
ARHGEF5	38	27	10	101	18	2	6	49	259	215	55	86	11	23	10	458
NFE2L3	32	45	0	12	20	1	7	8	317	181	13	29	2	16	3	92
MCUR1	29	41	7	60	20	5	17	93	287	351	52	42	8	37	3	481
LIMA1	213	192	69	161	95	12	35	469	3573	3187	262	343	36	257	10	2875
LETMD1	34	36	10	34	112	5	27	230	398	542	83	66	10	35	8	923
SLC4A8	96	55	35	118	42	6	13	87	321	696	205	110	12	84	1	1804
LAMC3	48	18	18	44	11	12	4	13	23	19	24	23	13	12	11	4
PTGER3	34	17	1	17	1	3	4	77	99	82	6	9	5	7	3	22
TNIP3	20	8	4	24	2	1	2	42	27	11	14	24	10	1	8	32
MAPK9	43	40	14	46	75	6	27	165	534	568	99	102	8	58	5	767
COL23A1	37	20	4	57	2	7	7	21	31	13	3	9	5	2	6	15
BCAR1	65	44	21	79	12	4	11	81	366	405	97	81	17	59	6	1179
FHIP1B	38	28	13	47	47	2	17	88	368	529	76	74	12	43	1	983
HERPUD1	91	94	18	58	176	8	48	280	940	1360	117	113	24	109	3	1049
HOMER3	9	9	0	22	1	1	3	3	30	23	10	6	1	6	1	41
RAD51	16	10	7	22	8	0	5	3	33	11	4	4	3	2	1	31
POLQ	54	23	18	73	51	21	22	120	736	958	159	97	19	95	7	1450
PIK3CB	72	43	8	64	88	6	37	168	904	963	84	116	20	68	3	530
CYBA	102	25	15	122	171	26	75	331	603	535	110	98	30	85	6	1694
THOC3	22	26	4	8	31	0	7	54	195	154	15	24	6	17	0	299
HEBP2	149	89	47	106	97	4	30	385	1328	1561	235	250	30	128	1	1571
MPHOSPH9	57	29	26	60	55	7	36	249	609	671	126	79	29	81	7	743
PLEKHA5	235	159	84	173	70	17	29	470	5117	4557	421	430	64	359	8	3218
PRSS8	22	33	15	37	5	3	22	40	395	497	24	80	8	40	3	536
SIKE1	45	49	15	43	140	4	46	162	787	803	86	58	13	62	4	451
RRP12	82	54	39	181	72	7	23	127	369	449	173	125	25	52	11	1755
FNIP2	77	40	14	64	35	2	22	137	750	707	88	132	12	62	2	544
MSMO1	48	37	9	26	15	4	9	65	478	1221	66	74	6	81	8	777
TTC17	85	84	25	77	96	8	43	155	1662	1761	146	230	38	184	9	1178
ALX4	12	8	2	31	4	0	0	31	8	7	6	1	3	2	3	12
FSTL4	13	11	5	43	1	6	2	5	43	29	6	9	4	5	5	35
FOXN3	167	147	41	183	337	28	132	581	3460	4655	322	349	26	363	11	2043
METTL24	2	0	0	3	1	0	3	0	5	1	3	3	2	1	0	7
AKR7A2	47	19	8	68	88	5	19	54	539	541	130	61	11	59	4	742
