Gene	NLF_SiC_Un_1_S1_R1_001	NLF_SiC_Un_2_S9_R1_001	NLF_SiC_Un_3_S17_R1_001	NLF_SiH_Un_1_S3_R1_001	NLF_SiH_Un_2_S11_R1_001	NLF_SiH_Un_3_S19_R1_001
LOC124904503	0	0	0	0	0	0
CCNQP1	0	0	0	0	0	0
BRINP2	1	8	2	1	8	0
KCNH1-IT1	0	0	0	0	0	0
NEK7	7871	10585	4942	4137	2963	3772
PGBD5	17	9	4	87	53	34
RPL17P8	0	1	0	0	0	0
ANKRD45	4	2	0	3	5	0
SYT2	43	3	7	9	2	2
ZNF695	1	1	0	3	0	1
SMYD3-IT1	0	0	0	0	0	0
RPS6KC1	658	936	511	995	1330	1005
KRT18P28	1	0	9	1	0	0
TMCC2	96	128	108	51	31	29
PM20D1	0	2	3	0	0	0
LOC122526782	16	63	24	41	38	37
TGIF2P1	0	1	0	0	0	0
ZNF670-ZNF695	0	0	0	0	0	0
NUP133	989	1232	542	841	490	462
LINC01704	0	0	0	0	0	0
PRELID1P5	4	1	0	4	2	2
LINC01743	0	0	0	0	0	0
RGS21	0	0	0	0	0	0
RGS1	0	0	0	0	0	0
RGS5-AS1	0	1	0	1	0	0
EEF1A1P44	1	0	0	0	0	0
ABL2	1189	1835	1401	744	929	1182
PGBD2	104	144	67	109	70	67
FLVCR1	101	130	60	110	62	28
SLC41A1	765	1360	799	858	889	753
LOC100419806	0	0	0	0	0	0
USH2A	0	7	1	2	3	8
LINC02817	2	3	0	5	2	0
RPL23AP25	0	1	0	0	0	0
LOC100129734	0	0	0	0	1	0
LOC124904553	0	0	0	4	0	0
SMYD3-AS1	0	0	0	0	0	0
ZNF670	86	88	59	33	30	15
ADSS2	1305	1677	1061	1343	1294	1478
PLD5	0	2	18	3	9	13
NXNP1	0	0	0	0	4	0
ELF3-AS1	6	53	13	23	16	13
LMOD1	809	1482	497	140	486	112
ACBD6	740	1317	774	1199	854	780
KCNH1	12	8	1	5	6	8
LOC100130331	0	0	0	0	0	0
ST7L	141	266	199	163	226	308
SLC35F3-AS1	0	1	0	0	0	0
RBBP5	556	552	292	731	650	652
XPR1	1363	1563	942	5453	2955	2718
RPSAP20	0	0	0	0	0	0
CHCHD4P5	0	0	0	0	0	0
KIF14	11	12	5	10	14	19
RPS7P3	3	1	1	5	1	2
STYXL2	1	0	0	0	0	0
COLGALT2	120	795	143	68	175	32
PCNX2	658	742	237	638	376	315
CNIH3	259	196	375	147	102	90
UBE2V1P13	0	0	0	0	0	1
SDCCAG8	331	377	264	407	289	284
SLC35F3	41	5	11	589	75	144
ZNF281	899	659	553	1014	807	827
VDAC1P4	1	1	0	0	1	0
MAEL	0	1	0	0	1	0
ARID4B	1808	2192	1010	1739	1368	1216
TMEM78	0	0	0	0	0	0
RPL9P10	0	0	0	0	1	0
SH3BP5L	457	750	733	349	325	379
WNT2B	52	214	58	200	126	47
RABGAP1L-DT	1	1	0	3	0	2
GEMIN8P4	4	3	0	4	2	3
NUCKS1	10056	9263	4875	5692	3576	3469
MAP3K21	31	64	15	49	12	11
FYB2	0	3	0	1	2	0
TIMM17A	953	1398	1571	677	810	1487
CDC7	37	39	46	53	14	21
TEX50	0	0	0	0	0	4
RPS15P2	2	0	0	0	0	0
RABGAP1L-IT1	0	0	0	0	0	0
TSEN15P2	0	1	0	0	0	0
LINC01363	0	0	0	0	1	0
GPR52	0	2	1	1	0	0
RPL10P4	1	2	1	1	0	2
FEN1P1	0	0	0	0	0	1
SMYD3	263	316	278	164	137	175
KLHL20	604	632	340	784	865	619
EIF4A1P11	0	0	0	0	0	0
NTPCR	427	1227	593	561	493	461
HMGB3P6	0	0	0	0	0	0
ABHD17AP3	1	1	1	0	0	1
RAB29	630	1256	731	256	248	225
LINC01681	0	0	0	0	1	0
LOC101927711	0	0	0	0	0	0
OVAAL	1	1	0	2	1	2
KCTD3	2246	2211	1157	1079	479	500
ZC3H12A	84	135	92	443	440	353
ANKRD45	0	0	0	0	0	0
HHAT	102	185	104	117	140	92
CD244	0	0	2	0	0	0
RPS26P12	0	0	0	0	0	0
RBM34	4	9	12	14	4	16
KCNK1	27	87	12	91	139	20
TEDDM1	0	1	1	0	0	0
GS1-204I12.4	0	0	0	0	0	0
LINC00582	0	0	0	0	0	0
LOC100420880	1	2	0	0	0	0
HMCN1	641	1754	487	530	915	472
LINC01350	0	0	0	0	0	0
PDC-AS1	1	13	6	3	2	3
PDC	2	3	0	3	5	0
LOC124900452	0	0	1	0	0	0
RN7SL614P	0	1	0	1	0	0
SNORA59A	0	0	1	0	0	0
LOC124900427	0	0	0	0	0	0
RNU7-179P	0	0	0	0	0	0
RNU4-28P	0	0	0	0	0	3
RNU6-1208P	0	0	0	0	0	0
RNU6-176P	0	0	0	0	0	4
SNORA63	3	1	0	1	0	0
RNU6-584P	0	1	1	0	0	0
Y_RNA	0	0	1	0	0	0
RNU6-510P	4	3	4	1	0	0
RNU6-753P	0	0	0	0	0	0
RNU6-969P	0	0	0	0	0	0
MIR5581	0	1	0	2	1	0
RN7SL854P	0	1	0	0	0	0
RNU7-8P	0	3	0	0	0	0
RNA5SP52	0	0	0	0	0	0
RNA5SP51	0	0	0	0	0	0
RNA5SP48	0	1	0	0	0	0
RN7SL488P	0	0	0	0	1	0
RNU7-123P	1	1	0	1	0	0
MIR30E	0	0	0	0	0	1
RNU6-750P	0	1	0	0	0	0
RNU6-125P	2	0	0	2	0	0
MIR760	0	0	0	0	1	0
RN7SL130P	1	3	0	3	2	0
RN7SKP272	0	0	0	0	1	0
RNVU1-22	0	0	0	0	0	0
MIR5087	0	1	0	0	0	0
RNVU1-1	0	1	1	2	1	0
RNU1-155P	0	0	0	0	0	0
RNVU1-2	0	0	0	0	0	0
RNVU1-3	0	4	0	0	0	0
RNVU1-21	0	0	0	0	0	0
LOC124904613	0	0	0	0	0	0
MIR4256	2	0	0	1	0	0
RNU6-1310P	0	0	0	0	0	0
RNU6-307P	0	0	0	0	0	1
Y_RNA	0	0	0	0	0	0
RNU6-716P	0	0	0	0	0	0
Metazoa_SRP	0	0	0	0	0	0
LOC124904687	0	0	0	0	0	0
RN7SL230P	0	0	0	1	0	0
Y_RNA	0	0	0	0	0	4
LOC124900429	0	0	0	0	0	0
SNORA16B	0	0	0	0	0	2
SNORA14B	0	1	0	2	4	10
MIR4671	0	0	0	0	0	0
RN7SL333P	1	0	2	0	0	0
RNU6-403P	2	1	3	12	10	3
RNU6-1283P	0	0	0	0	0	0
RN7SL344P	0	0	0	0	0	0
MIR6740	0	0	0	0	0	0
RNU6-89P	0	0	0	0	0	0
RNU6-1205P	0	0	0	0	0	0
LOC124900423	0	0	0	0	0	0
RNU5A-8P	0	0	0	0	0	0
RN7SL269P	0	1	0	0	0	0
Y_RNA	0	0	0	0	0	0
LOC124900426	0	0	0	0	0	0
MIR3122	0	0	0	0	2	0
Y_RNA	1	0	0	0	0	0
Y_RNA	0	0	0	0	0	0
RNU6-418P	2	0	0	0	0	0
MIR3124	0	3	0	1	0	0
RPS13P1	0	0	0	0	1	0
LOC440700	0	0	0	2	0	0
TMCO1-AS1	2	2	2	10	0	2
RPL26P12	0	0	0	1	0	0
CAMK2N1	4274	2653	1835	3701	1423	1368
MUL1	451	790	535	359	471	415
FAM43B	1	3	0	1	1	0
CDA	16	35	43	7	6	7
PINK1	312	745	581	265	296	417
PINK1-AS	50	99	71	66	39	33
ZNF101P2	0	2	0	3	0	0
CDC73	1404	1417	971	1069	860	1035
B3GALT2	112	72	42	187	51	51
Metazoa_SRP	0	0	0	0	0	0
LINC01031	1	2	0	0	0	0
LINC01758	0	2	0	0	0	0
LRRC7-AS1	0	0	0	2	0	2
LRRC40	635	498	465	330	295	316
ANKRD13C	1293	1414	709	631	487	455
HHLA3-AS1	2	1	1	4	0	0
CTH	39	31	20	121	120	141
CHORDC1P5	0	0	0	0	0	0
CASP3P1	2	0	2	0	1	3
E2F2	0	2	0	0	0	0
ID3	34	75	123	178	146	629
RPL11	6876	6528	8003	17577	8152	17808
PITHD1	295	434	322	679	817	1131
LYPLA2	453	688	790	454	491	650
GALE	189	294	317	73	81	125
MRPS21P3	0	0	0	0	0	0
THAP12P8	0	0	1	0	0	0
HNRNPA1P42	0	0	0	0	0	0
CRP	0	0	0	0	0	0
DUSP23	30	50	140	47	51	50
FCRL6	0	0	0	3	0	0
SLAMF8	0	0	0	0	0	0
LOC124900450	0	3	0	0	0	0
VSIG8	0	0	0	0	0	0
LOC107985216	39	61	29	115	32	50
CFAP45	7	7	8	6	11	16
SLAMF9	6	0	0	3	6	0
SNHG28	0	0	0	1	1	0
MIR4254	0	0	0	2	0	0
ATP1A1	2821	3872	2783	3523	3313	3561
LINC01762	0	0	0	0	1	0
ZBTB41	749	673	332	817	714	761
EFNA4	61	66	43	99	58	44
EFNA3	20	23	6	8	12	5
EFNA1	9	35	6	32	15	7
SLC50A1	176	360	223	370	379	369
HMGN2P18	0	0	0	0	0	0
KRTCAP2	34	127	17	76	61	46
THBS3	217	560	307	326	162	174
MTX1P1	27	81	43	76	48	39
GBA1	404	847	749	1850	1867	1995
SCAMP3	616	1076	1152	562	984	1085
CLK2	494	747	326	697	431	324
HCN3	41	80	36	26	17	15
PKLR	0	1	0	0	0	0
DNAJB6P4	0	3	2	2	1	5
RNU6-387P	0	3	3	0	0	2
CR1L	1	0	0	0	1	0
CD46P1	0	0	0	0	0	1
CDCA4P4	0	3	0	1	0	7
CD34	18	23	12	23	7	5
LINC02767	5	9	6	1	0	0
OR10J6P	0	0	0	2	0	0
RNU6-828P	0	0	0	1	0	0
RNU6-37P	2	1	0	0	0	0
PGD	1893	3571	2200	6117	9441	7868
CENPS-CORT	1	3	0	1	0	0
CENPS	5	9	9	5	2	10
DFFA	472	625	579	606	423	563
NSA2P1	35	38	30	31	24	23
SNORA77	1	5	0	0	0	0
LAX1	0	1	0	1	1	0
RPL35AP5	2	1	0	0	0	0
SNRPE	615	566	805	422	371	775
KRT8P29	0	0	1	0	0	0
SMPDL3B	0	0	1	0	0	0
RN7SL559P	1	0	0	0	0	0
XKR8	186	337	309	156	127	131
FAM89A	206	151	243	73	23	63
C1orf131	125	165	91	90	67	63
LINC01144	0	5	0	7	0	2
TOE1	89	107	74	86	58	88
TESK2	39	85	34	139	103	69
CCDC163	42	15	33	52	9	20
MMACHC	76	148	97	101	30	46
LINC02897	7	8	3	1	0	0
LOC100131465	1	6	0	1	2	0
ZNF731P	166	356	142	230	100	172
RNA5SP82	1	2	0	1	1	0
VN1R5	0	0	0	0	0	0
Y_RNA	0	0	0	0	0	0
GCSAML	0	0	0	0	0	1
LOC102724446	0	0	1	0	0	0
Y_RNA	0	1	0	0	0	0
CHRM3-AS2	0	0	0	0	0	0
PSMD2P1	3	4	4	2	6	6
ADH5P3	0	0	0	1	0	0
CHRM3	0	0	0	0	0	0
EEIG2	433	449	189	1440	413	398
HENMT1	12	10	31	46	16	70
PRPF38B	1094	1579	741	1228	886	1191
FNDC7	0	2	0	3	2	0
STXBP3	963	1222	856	612	276	548
SPATA42	1	0	0	1	1	0
RPL17P7	7	7	7	8	7	8
RANP5	0	0	0	0	0	0
TMEM167B-DT	15	46	31	40	34	55
TMEM167B	1013	1052	579	1735	1271	1398
DAP3	1105	1552	1200	1242	1282	1866
MSTO2P	20	28	13	19	3	6
SYT11	3128	5449	2795	999	1157	625
LOC124904686	0	0	2	0	0	0
RIT1	523	676	469	362	400	462
KHDC4	765	1256	581	871	692	574
SNORA80E	0	1	0	2	0	1
ARHGEF2-AS2	7	18	4	7	7	8
ARHGEF2-AS1	0	2	0	0	2	0
LOC105371729	2	0	3	2	0	2
SSR2	2108	2391	2006	5525	5466	5601
UBQLN4	498	628	557	336	248	381
RAB25	0	0	0	0	1	0
LOC124900449	0	0	0	0	0	0
PMF1-BGLAP	0	0	0	0	0	0
BGLAP	0	0	0	0	0	0
SMG5	1596	2151	1999	1297	1333	1464
TMEM79	56	64	48	62	68	42
CCT3	1979	3147	2782	2099	2896	3350
RHBG	0	0	0	0	0	0
MEX3A	240	99	93	112	16	21
CYP4X1	0	0	0	0	1	0
CYP4A22-AS1	1	3	0	1	0	1
LINC00853	0	5	0	0	0	0
PDZK1IP1	0	3	0	0	2	0
LINC01389	0	3	1	4	0	2
FOXE3	0	0	0	0	0	0
FOXD2-AS1	21	31	15	6	0	0
VHLL	0	0	1	0	0	0
IGSF3	8	18	8	0	0	0
GLUL	2644	4099	1668	2927	1884	1513
NTMT2	0	0	0	1	0	0
ELAVL4	0	0	0	0	0	2
COA6	152	190	218	623	873	1473
CORT	1	4	0	4	0	0
AHCTF1	859	964	562	1106	814	876
FRRS1	110	224	54	186	152	148
LRRC7	15	7	9	56	12	6
F13B	0	0	0	0	0	0
LEPR	595	384	264	2196	564	554
PSMD4	939	1231	1157	1267	1400	1683
TAGLN2	4038	4501	5238	5851	6097	4625
PEA15	6894	11607	10911	3015	5350	5975
H6PD	1511	1851	684	2619	1172	555
FOXD2	5	18	4	3	9	4
DDOST	2717	3879	2995	7153	6173	5570
NBL1	2890	1467	1564	5523	1842	2196
PRG4	1	6	4	31	9	14
ST3GAL3	27	45	13	15	20	14
SLC1A7	52	125	62	33	8	10
ZNF692	184	337	185	190	131	124
FGGY	63	149	70	123	115	77
DISC1	135	126	55	271	93	62
OLFM3	0	0	0	0	1	0
PRXL2B	255	394	374	121	103	118
DPM3	44	77	148	48	75	127
RXFP4	1	0	0	0	3	0
GBP6	0	1	0	0	0	0
NPPB	0	0	1	0	0	0
RNU5E-4P	0	0	0	0	0	0
KIAA2013	558	879	668	637	703	572
PLOD1	1835	2163	1752	14365	7374	6341
MIIP	98	112	124	78	49	59
Y_RNA	0	0	0	0	0	0
TNFRSF8	1	3	5	1	0	0
RPL23AP89	0	0	0	0	0	0
Y_RNA	0	0	0	1	0	0
RBBP4	1629	1571	961	1860	1208	1236
SYNC	309	618	393	81	154	125
KIAA1522	149	439	216	148	252	179
S100PBP	611	835	470	293	228	193
FNDC5	6	14	9	30	15	3
HPCA	3	4	0	1	0	0
TMEM54	55	92	76	42	55	37
UFC1	772	1206	882	860	659	875
PPOX	97	162	77	64	48	36
B4GALT3	508	437	470	564	395	495
ADAMTS4	34	6	14	452	3	23
FCER1G	5	6	1	9	2	4
APOA2	0	0	0	0	0	0
TOMM40L	142	200	196	57	47	64
MIR5187	0	0	0	0	0	0
NR1I3	4	8	5	1	0	0
PCP4L1	0	0	2	3	0	2
CFAP126	28	61	24	33	26	27
RRM2P2	0	0	0	0	0	0
LOC102724602	0	0	0	0	0	0
GPR89B	38	26	34	20	22	21
PDZK1P1	2	0	0	5	0	0
LINC02804	1	1	0	1	0	0
RNVU1-7	0	0	0	0	0	0
PDE4DIPP1	0	0	1	0	0	0
ABHD17AP1	0	1	1	3	2	3
ROR1-AS1	53	8	5	45	0	1
MFN2	1791	2669	1949	1327	1279	1346
TMCO2	0	0	0	0	0	0
ZMPSTE24	1764	2033	1243	976	858	1230
COL9A2	27	23	21	34	26	12
RPL21P20	3	3	0	2	4	4
ZFP69B	39	26	19	29	24	30
MPZ	9	15	17	15	26	16
MTFR1L	645	1017	712	469	334	427
AUNIP	9	7	9	10	1	2
PAQR7	294	449	337	616	180	378
STMN1	2101	1963	1986	1019	420	453
SNRPFP2	0	1	0	0	0	0
RNF220	404	605	411	461	404	339
TMEM53	53	80	92	40	49	41
ARMH1	7	39	13	8	18	4
RNU5F-1	1	2	0	0	0	0
RNU5D-1	0	0	0	0	0	0
KIF2C	1	3	15	11	2	5
RPS8	18548	11207	15546	25251	9394	18361
SNORD46	0	1	0	1	3	2
SNORD38A	0	4	1	0	0	5
RPS15AP11	6	1	0	0	2	3
BEST4	0	8	3	0	2	1
PLK3	451	617	569	446	505	591
PTCH2	20	51	6	15	5	5
EIF2B3	294	368	313	270	401	530
RNA5SP47	0	0	0	0	0	0
CCNB1IP1P1	0	0	0	0	0	0
PPIAP35	0	1	0	0	0	1
MRPS17P1	0	0	0	0	0	0
HECTD3	715	1197	928	716	582	682
UROD	596	1024	1122	575	574	896
OSTCP5	0	0	0	0	0	0
NOL9	373	537	359	243	151	242
TAS1R1	0	0	1	0	0	0
ZBTB48	122	207	155	110	80	145
LRRC8C	526	635	595	313	241	391
ZBTB40-IT1	0	2	0	1	0	0
EPHA8	0	0	0	0	0	0
MIR4684	0	0	0	0	0	0
LGALS8-AS1	0	0	0	1	2	0
HEATR1	1077	1183	691	807	610	617
RPSAP21	0	0	0	0	0	0
RPL35P1	0	1	5	3	2	6
MT1HL1	0	0	0	0	0	0
STX12	616	665	438	1778	1737	1765
PPP1R8	445	546	366	378	313	335
SCARNA1	0	0	0	0	0	0
THEMIS2	43	138	54	221	426	72
RPA2	408	558	421	365	361	346
RNU1-2	0	0	0	0	0	0
MFAP2	506	700	694	372	575	356
ATP13A2	290	588	550	217	178	260
SDHB	384	510	517	508	687	688
PADI2	0	15	4	0	0	0
LINC02783	0	5	0	0	1	0
PADI1	4	0	7	0	0	1
PADI3	0	2	0	1	0	0
LOC124900422	0	0	0	0	0	0
CCN1	8006	10010	6451	2426	3479	4861
CICP13	0	0	0	1	0	0
HHIPL2	4	8	2	3	1	0
TAF1A	79	107	64	76	59	60
TAF1A-AS1	6	8	7	13	10	9
MIA3	1735	2164	1154	2885	1978	2024
AIDA	712	929	526	604	423	497
BROX	991	1110	573	1144	840	935
NDUFB1P2	1	0	0	0	0	0
TLR5	1	9	0	1	1	5
ERMAP	416	593	247	402	280	192
ZNF691	66	113	85	87	77	85
MKRN8P	0	0	0	0	1	0
ATP6V1E1P1	0	7	10	3	3	4
ATP6V0CP4	0	0	0	0	0	0
RNU6-880P	0	0	0	0	0	0
DISP1	305	344	192	186	203	199
HAUS4P1	0	0	0	1	0	0
GORAB-AS1	4	5	3	13	11	21
GAPDHP32	0	0	0	1	1	0
HSD3BP3	0	0	0	2	0	0
GAPDHP27	0	0	0	0	0	0
HSD3BP4	0	0	1	0	0	0
GAPDHP33	0	0	1	0	0	3
LINC00622	17	4	17	41	10	29
HSD3BP5	12	0	12	33	4	12
ZNF697	851	359	451	1014	420	762
HMGCS2	0	0	0	0	0	0
NBPF7P	0	1	0	0	0	0
ADAM30	0	0	0	0	0	0
PHGDH	1342	463	487	724	479	632
INSRR	0	0	0	0	0	0
RPL7P9	205	203	224	297	112	306
NGF-AS1	0	0	2	1	1	0
LOC112268234	0	0	0	0	0	0
LRRC47	582	929	642	531	446	467
RN7SL574P	1	2	0	1	0	0
TBCE	8	35	8	9	9	6
RPS21P1	0	1	0	0	0	0
DENND4B	555	723	534	551	383	342
CRTC2	321	529	400	543	267	383
MIR6737	0	0	1	0	0	0
CREB3L4	56	73	48	101	25	29
JTB	107	150	128	142	145	121
RAB13	483	877	538	1564	833	1075
RPS27	7944	7625	10397	10224	5608	10137
RPL34P5	2	2	6	10	2	10
RNU6-179P	0	1	0	0	0	0
C1orf52	512	714	495	768	559	814
Y_RNA	1	0	2	0	0	3
BCL10-AS1	0	25	16	6	4	2
CEP104	394	578	332	331	234	299
DFFB	103	125	61	61	23	37
ACP6	155	247	123	65	42	35
C1orf21-DT	0	0	0	0	0	0
C1orf21	716	1269	482	1528	504	491
LOC100129573	0	0	0	0	0	0
LINC01355	43	148	35	83	46	39
ZNF436	731	625	277	985	375	235
TCEA3	303	613	339	496	1009	495
B3GALNT2	382	481	195	608	399	430
HSPA6	5	14	22	24	43	86
HSPA7	1	0	6	1	1	11
RPL31P11	0	0	0	0	0	0
CYMP	0	1	0	0	0	0
KCNA10	0	0	0	0	0	0
NRBF2P3	0	1	0	2	1	0
KCNA2	46	20	18	2	0	0
LINC02774	0	0	0	0	0	0
LOC440742	0	0	0	0	0	0
RUSC1-AS1	40	146	32	41	22	30
MIR555	1	0	0	0	0	0
ASH1L-IT1	1	0	0	1	0	0
POU5F1P4	0	0	0	0	0	0
DAP3P1	0	0	0	2	0	0
FDPS	221	417	336	271	237	792
GPSM2	308	403	133	640	298	212
DYNLT4	16	31	10	9	13	5
FAM91A3P	3	2	0	3	1	0
FCGR1CP	0	0	0	0	0	0
H2BP2	1	1	0	1	0	0
SRGAP2D	6	2	0	7	0	0
KCNK2	1086	2427	847	1917	1368	1074
RO60	1646	1637	956	1155	802	846
CASQ2	0	0	0	0	0	0
SYT6	1	0	0	0	0	0
TSACC	3	6	2	10	6	8
CFAP57	11	19	6	15	6	0
EBNA1BP2	754	999	838	440	649	756
WARS2	374	538	226	237	126	146
PACC1	123	144	140	151	371	350
FAM76A	107	159	73	156	169	96
GLRX2	315	417	337	225	189	288
USP33	3012	3034	1430	1892	1782	1227
PUM1	2104	2688	1459	1906	1166	1231
TNFRSF25	38	46	24	31	2	9
SLC5A9	0	3	3	1	1	0
RCOR3	964	1208	502	685	470	372
CFAP276	0	0	0	4	1	1
RUNX3	3	0	2	1	0	0
ZCCHC17	284	357	366	410	410	584
POGK	1023	868	619	782	662	632
NEXN	2649	2138	1617	1360	1091	1339
PAQR6	14	34	7	10	5	6
RGL1	1263	3668	1236	1809	2309	1657
FUBP1	1478	1688	1065	1362	1281	1265
HAO2	0	0	0	0	1	0
EPS8L3	0	0	1	0	0	0
PTBP2	612	840	286	363	215	245
ITGB3BP	92	74	58	142	35	43
TRIM63	0	11	0	0	0	0
KCNC4	97	200	174	72	51	89
ATP2B4	8938	19825	9727	2680	2223	1208
MEAF6	1051	1124	926	600	373	572
PPT1	1034	1245	946	1453	1069	1562
PLEKHG5	126	177	176	57	35	43
LGALS8	1042	1547	703	1014	962	797
HYI-AS1	0	3	0	1	0	1
MRPL20	583	953	1170	663	764	1242
MRPL20-DT	12	33	18	20	29	31
ANKRD65-AS1	1	2	0	2	0	0
LINC01770	2	4	4	1	0	0
VWA1	183	159	88	162	48	37
ATAD3C	0	6	7	0	14	3
NUP133-DT	0	0	0	0	0	0
ABCB10	405	451	253	373	260	237
RNA5SP78	0	1	0	0	0	0
HMGN2P19	0	0	0	0	0	0
URB2	211	185	181	217	201	261
HMGB1P26	0	0	0	0	0	0
OTUD3	260	257	177	237	80	217
OR2M7	0	0	0	0	0	0
OR14C36	0	0	0	0	0	0
MKNK1-AS1	0	9	2	4	1	1
KNCN	0	0	0	0	0	0
MKNK1	336	786	283	425	356	244
ARTN	2	2	1	2	1	2
LINC02918	1	1	1	2	0	0
IPO13	293	559	364	314	470	464
ATP6V0B	518	811	1242	1195	1745	2978
CCDC24	6	73	49	15	11	16
SLC6A9	454	398	244	203	346	250
LCEP4	0	0	0	0	0	0
LCEP3	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0
LCE2B	0	0	0	0	0	1
LCE2A	1	1	2	0	0	2
EPHX4	3	1	1	3	0	0
GAPDHP46	0	0	0	0	0	0
PRKAR1AP1	4	0	0	2	5	0
FNDC10	39	79	105	61	34	39
MMP23B	39	7	8	20	0	3
SLC35E2B	889	1136	739	1225	709	650
MMP23A	2	1	0	0	0	0
CDK11A	34	71	21	29	32	16
NADK	505	1160	828	490	679	582
GNB1	6948	9120	6541	6520	6939	6802
TMEM52	1	0	1	1	1	0
EI24P2	10	16	15	14	8	9
HSP90AA3P	0	0	0	2	0	1
DR1	1618	1625	1166	1060	804	904
LOC100421273	0	0	0	1	1	0
MAPKAPK2	2359	2472	2474	3275	1864	2731
RPS14P1	191	145	253	273	119	282
Y_RNA	0	0	0	0	0	0
IL24	2	9	47	129	36	274
FCMR	9	45	49	32	58	43
PIGR	0	0	0	0	0	3
FCAMR	0	0	0	1	1	0
C1orf116	0	1	0	0	2	3
PRMT6	142	121	83	247	124	137
NDUFA4P1	5	3	8	6	3	9
SH3BGRL3	2145	7424	5658	2020	6693	4882
CD52	1	5	3	1	2	2
TINAGL1	18	644	110	1	220	35
PEF1	583	1102	1116	469	626	736
PEF1-AS1	14	37	5	17	13	7
PDCL3P6	0	0	0	0	0	0
ANAPC10P1	19	15	3	18	5	20
PLA2G12AP1	2	5	8	13	8	16
ORC1	12	8	4	4	2	7
SDE2	443	384	346	389	415	477
H3-3A-DT	0	1	2	3	0	2
H3-3A	1045	925	820	1158	875	1196
LINC01703	3	2	0	1	1	1
ACBD3	1383	1732	970	2878	2164	2113
ACBD3-AS1	2	2	2	3	1	2
MIXL1	1	2	0	1	0	0
DEGS1	2282	3291	2067	1742	1611	1913
LOC101927164	1	0	2	5	1	4
NVL	303	414	227	297	269	192
MIR320B2	0	0	0	0	1	0
RNU6-1008P	0	0	0	0	0	0
CNIH4	509	699	596	540	336	600
MIR4742	0	0	0	0	0	0
AKR1B1P1	7	23	51	40	115	111
CNIH3-AS2	4	1	13	3	2	6
DNAJB6P6	0	0	0	0	0	2
BMP8A	8	13	2	21	4	2
OXCT2P1	0	0	10	1	0	6
PABPC4-AS1	4	2	1	6	2	1
HEYL	0	0	0	25	0	0
HPCAL4	1	3	0	0	0	0
PABPC4	1961	3043	1639	5639	2790	3704
RPS3AP7	0	0	0	0	0	1
CDKN2AIPNLP1	2	3	2	1	2	1
ECM1	2965	7458	2743	9499	5311	2833
FALEC	0	4	0	5	4	1
ADAMTSL4-AS2	4	24	1	2	2	0
MIR4257	0	3	0	3	1	0
RN7SL473P	0	5	1	3	0	0
RN7SL600P	1	5	0	1	3	0
ENSA	675	910	835	939	899	1325
U4	0	0	0	0	0	0
GOLPH3L	718	722	388	724	348	347
HORMAD1	0	0	0	1	0	1
UBE2D3P3	2	5	0	0	0	0
ADAMTSL4-AS1	0	0	0	0	0	0
MCL1	10666	14551	6564	6569	3921	3797
WNT3A	0	0	0	0	0	0
LINC02809	0	7	0	3	1	0
C1orf35	101	250	178	126	156	150
MRPL55	119	170	144	149	185	249
CIAO2AP2	1	1	1	0	1	2
GJC2	41	40	41	20	10	16
IBA57-DT	1	4	2	0	2	3
IBA57	127	212	109	136	64	66
OBSCN-AS1	14	20	11	4	3	9
LOC124904535	30	24	10	28	11	11
LOC101927401	3	24	8	4	1	3
TRIM11	144	258	168	230	188	218
TRIM17	4	25	4	14	8	2
RPL23AP15	0	0	0	0	1	0
PPIH	107	152	121	70	66	68
YBX1	5999	6617	6166	11426	7319	11676
CLDN19	0	0	0	0	0	0
P3H1	1115	1342	956	5320	5918	4056
STPG1	128	207	190	59	96	95
NIPAL3	1944	4709	2753	607	1841	1502
RCAN3AS	0	2	0	0	0	0
RCAN3	163	292	133	63	32	28
NCMAP	0	0	0	0	0	0
JUN	2790	2600	2269	5080	4447	2949
ASH1L	1873	2887	1256	2468	1481	1315
WDR26	5238	6871	3480	3813	2731	2807
TXLNA	1467	2226	1370	1665	1700	1353
IQCC	18	43	19	19	4	7
FAM167B	15	139	60	22	17	6
HDAC1	675	1303	696	1648	1362	1222
MARCKSL1	1808	1806	1413	1641	547	708
TSSK3	4	4	2	8	2	0
SLC16A4	779	888	573	1372	392	1235
SLC16A4-AS1	21	66	10	35	11	16
Y_RNA	1	2	0	1	1	0
LAMTOR5	383	610	687	504	433	845
LOC124904809	0	2	0	0	0	0
YTHDF2	967	1263	779	762	573	558
RPL27P4	43	30	96	60	73	109
TMEM200B	248	101	167	143	15	45
MECR	146	211	166	96	121	82
LINC01352	1	18	5	1	14	0
HLX-AS1	0	14	0	0	7	0
HLX	57	121	52	48	68	42
MARK1	15	7	11	4	0	6
RN7SL464P	0	0	0	0	0	0
HDAC1P2	0	0	0	1	0	2
C1orf115	22	54	36	143	12	103
DARS2	232	279	157	293	206	196
GAS5-AS1	0	12	2	2	2	2
RC3H1	763	1052	499	676	300	358
RC3H1-IT1	0	0	0	0	0	0
KRT18P57	0	0	0	0	1	0
INKA2	444	769	511	370	699	490
INKA2-AS1	8	1	3	2	2	4
LOC101928718	2	7	1	2	0	0
LINC01750	0	1	1	0	0	0
KCND3	1	14	3	11	4	0
RAB7B	252	479	256	154	272	143
